year,doy,hoursmin,fire_name,mtbs_fire_name,cause,size,class,latitude,longitude
2008,166,1300.0,MAPES,"",Miscellaneous,2.0,B,33.7381,-117.2542
2008,171,1200.0,QUARRY,"",Miscellaneous,0.1,A,33.82681,-117.26586
2008,274,1900.0,SUNNY,"",Arson,0.1,A,33.82669,-117.26008
2008,287,1000.0,SESNON,SESNON,Powerline,14703.0,G,34.3097,-118.6089
2008,298,1700.0,MATHEWS,"",Miscellaneous,8.0,B,33.794492,-117.412631
2008,304,900.0,"KRAMER HILLS","","Equipment Use",0.1,A,34.9369,-117.5247
2009,128,600.0,HONDA,"",Missing/Undefined,0.1,A,33.68958,-117.28333
2009,136,1800.0,MAIN,"",Missing/Undefined,2.0,B,33.68272,-117.30356
2009,139,1500.0,PEAK,"","Equipment Use",3.0,B,33.755553,-117.303485
2009,142,1700.0,VACATION,"",Fireworks,0.1,A,33.70183,-117.27003
2009,160,1200.0,MAYWOOD,"",Arson,3.0,B,33.759195,-117.307363
2009,187,1800.0,LAKE,"",Missing/Undefined,1.0,B,33.69044,-117.28203
2009,200,1500.0,WRANGLER,"",Miscellaneous,17.0,C,33.70589,-117.26122
2009,229,900.0,SHARP,"",Missing/Undefined,1.0,B,33.7553,-117.2875
2009,273,2000.0,BUNDY,"",Missing/Undefined,0.1,A,33.62617,-117.25094
2009,309,900.0,RICHARD,"",Missing/Undefined,0.5,B,33.74017,-117.28336
2009,313,1300.0,"EL TORO","",Missing/Undefined,3.0,B,33.71364,-117.34281
2006,39,400.0,LATIGO,"","Equipment Use",36.0,C,34.08197,-118.75845
2006,139,1600.0,BLOCKER,"",Smoking,0.3,B,34.0314,-118.7483
2006,144,1100.0,CHESEBORO,"","Equipment Use",10.0,C,34.1669,-118.7356
2006,167,1400.0,FREEWAY,"","Equipment Use",0.3,B,34.135,-118.6972
2006,174,1200.0,CANWOOD,"",Missing/Undefined,2.0,B,34.135,-118.7419
2006,180,1600.0,SPRINGS,"","Equipment Use",5.0,B,34.2,-118.9608
2006,187,1400.0,SHERWOOD,"","Equipment Use",30.0,C,34.1322,-118.8647
2006,189,1800.0,WESTLAKE,"",Miscellaneous,30.0,C,34.1425,-118.8019
2006,190,1800.0,"MALIBU TUNNEL","",Campfire,0.1,A,34.0681,-118.7072
2006,195,2200.0,MULLHOLLAND,"","Equipment Use",5.0,B,34.1261,-118.7267
2006,208,1100.0,"BENEDICT CANYON","",Miscellaneous,15.0,C,34.1031,-118.4361
2006,222,900.0,LINDERO,"",Smoking,0.2,A,34.1428,-118.8069
2006,226,2000.0,TROUTDALE,"","Equipment Use",0.3,B,34.1181,-118.7783
2006,238,1400.0,ENCINO,"",Miscellaneous,60.0,C,34.1417,-118.5206
2006,240,1600.0,CORRAL,"",Missing/Undefined,0.5,B,34.0656,-118.7503
2006,246,1500.0,TUNA,"",Miscellaneous,0.5,B,34.0697,-118.6042
2006,356,1500.0,"LAS VIRGENES","",Miscellaneous,8.0,B,34.1431,-118.6947
2007,16,900.0,"ROCKY OAKS","",Smoking,0.3,B,34.1022,-118.8122
2007,22,1700.0,FOOTHILL,"",Miscellaneous,30.0,C,34.1644,-118.8431
2007,91,1500.0,"DEER RIDGE","",Missing/Undefined,0.3,B,34.1548,-118.94544
2007,102,1500.0,FRANKLIN,"",Miscellaneous,15.0,C,34.271803,-118.41673
2007,116,1300.0,"LATIGO CANYON","",Missing/Undefined,0.1,A,34.048517,-118.774167
2007,129,1100.0,TRIUNFO,"","Equipment Use",0.2,A,34.1547,-118.94654
2007,143,1100.0,LATIGO,"",Missing/Undefined,0.2,A,34.052178,-118.77436
2007,169,1200.0,TUNNEL,"",Miscellaneous,0.3,B,34.06986,-118.812243
2007,172,1200.0,AGOURA,"",Missing/Undefined,0.8,B,34.1386,-118.73079
2007,179,1600.0,"LAS VIRGENES","",Miscellaneous,0.2,A,34.16852,-118.7036
2007,184,1100.0,KANAN,"",Missing/Undefined,0.5,B,34.11916,-118.78792
2007,203,500.0,SANDSTONE,"","Equipment Use",0.1,A,34.11097,-118.92654
2007,213,2000.0,CREEK,"",Missing/Undefined,1.0,B,34.09866,-118.72243
2007,217,1200.0,FLORES,"",Missing/Undefined,0.1,A,34.0672,-118.6444
2007,250,100.0,"DEER CREEK","","Equipment Use",0.3,B,34.08508,-118.98688
2007,294,500.0,CANYON,CANYON,Missing/Undefined,4565.0,F,34.063197,-118.69934
2007,328,300.0,CORRAL,CORRAL,Campfire,4901.0,F,34.0786,-118.7562
2007,342,1000.0,STERLING,"",Lightning,0.3,B,34.0989,-118.9307
2008,198,1100.0,BLUFFS,"",Missing/Undefined,0.3,B,34.0325,-118.7072
2008,289,800.0,"LA JOLLA","",Arson,22.2,C,34.0883,-119.0375
2008,292,1400.0,OCEAN,"",Arson,2.0,B,34.03144,-118.52503
2008,345,1200.0,LYNN,"",Miscellaneous,6.0,B,34.15103,-118.96017
2009,3,1500.0,FRANKLIN,"",Arson,0.1,A,34.119,-118.41192
2009,10,1300.0,TRANCAS,"",Campfire,0.1,A,34.03003,-118.84117
2009,111,1500.0,NEWTON,"","Equipment Use",0.3,B,34.0761,-118.8156
2009,166,0.0,"KANAN 3","",Missing/Undefined,0.1,A,34.0447,-118.2025
2009,179,1200.0,FOOSE,"",Missing/Undefined,0.1,A,34.0653,-118.8858
2009,195,1200.0,"MT. ST. MARY'S","",Missing/Undefined,50.0,C,34.0883,-118.4775
2009,195,1900.0,PARK,"",Missing/Undefined,1.5,B,34.0997,-118.7156
2009,213,1200.0,TRACTOR,"","Equipment Use",0.1,A,34.1261,-118.7519
2009,224,1000.0,CROSS,"",Missing/Undefined,0.1,A,34.042589,-118.684
2009,234,2000.0,ROMDELL,"",Missing/Undefined,5.4,B,34.1492,-118.6931
2009,248,1100.0,SMALLFIRE,"","Equipment Use",0.1,A,34.1492,-118.9622
2009,249,1800.0,FREEWAY,"",Missing/Undefined,0.1,A,34.1514,-118.6936
2009,250,1500.0,KIMBER,"",Children,0.3,B,34.17369,-118.95403
2009,258,1100.0,DUME,"",Missing/Undefined,0.5,B,34.06292,-118.80594
2009,273,1400.0,GILLETTE,"",Missing/Undefined,1.0,B,34.1131,-118.7014
2009,275,1400.0,CALABASAS,"","Equipment Use",0.1,A,34.1544,-118.65564
2009,277,1100.0,RANCHO,"",Missing/Undefined,47.0,C,34.16181,-118.8661
2009,306,1200.0,DECKER,"","Equipment Use",0.5,B,34.07242,-118.89794
2009,306,1800.0,HEATHERCLIFF,"",Miscellaneous,0.1,A,34.0167,-118.81542
2009,308,1300.0,AGOURA,"",Miscellaneous,0.1,A,34.14103,-118.7456
2009,327,1400.0,CARLISLE,"",Miscellaneous,0.2,A,34.1175,-118.88081
2006,224,2000.0,FORESTRY,"","Equipment Use",0.25,A,34.35277778,-117.45583333
2008,326,1200.0,YELLOW,"","Equipment Use",2.0,B,34.08211,-118.933
2008,344,900.0,POTRERO,"",Miscellaneous,1.0,B,34.1606,-119.03297
2008,344,1500.0,GRANDE,"",Miscellaneous,15.8,C,34.19683,-118.95175
2009,173,1100.0,PARKWAY,"",Missing/Undefined,690.0,E,34.975278,-118.948056
2009,192,1400.0,YANKEE,"",Missing/Undefined,2200.0,F,33.435278,-117.520833
2008,282,1200.0,NOVEMBER,NOVEMBER,Missing/Undefined,1400.0,F,33.272778,-117.346389
2008,287,1400.0,JULIETT,JULIET,Missing/Undefined,4026.0,F,33.310833,-117.296111
2007,70,800.0,"241 FIRE","241 FIRE",Missing/Undefined,2036.0,F,33.829167,-117.7125
2007,130,1200.0,ISLAND,ISLAND,Missing/Undefined,4750.0,F,33.360278,-118.370556
2007,90,1000.0,"LAS FLORES","LOS FLORES",Missing/Undefined,4100.0,F,34.311111,-117.322222
2007,128,1300.0,"GRIFFITH PARK","GRIFFITH PARK",Missing/Undefined,817.0,E,34.128889,-118.289444
2007,7,400.0,"RED STAR","",Missing/Undefined,209.0,D,33.945833,-117.610833
2007,253,1500.0,COLINA,"",Missing/Undefined,388.0,E,33.491667,-117.294167
2007,295,1400.0,MAGIC,MAGIC,Missing/Undefined,2824.0,F,34.422222,-118.583333
2007,296,900.0,"AMMO FIRE","AMMO FIRE",Missing/Undefined,21004.0,G,33.380278,-117.508611
2006,148,1900.0,"","",Children,0.1,A,34.82,-118.93805555
2006,151,2300.0,"","",Miscellaneous,0.1,A,35.02305555,-118.35111111
2006,184,1500.0,"","",Miscellaneous,0.1,A,34.82111111,-118.96111111
2006,242,500.0,"","",Miscellaneous,0.1,A,34.82305555,-118.95194444
2006,345,2300.0,"","",Miscellaneous,3.0,B,34.93694444,-118.87111111
2007,33,2000.0,"","","Debris Burning",4.0,B,34.82805555,-119.05805555
2009,133,2200.0,"","","Equipment Use",20.0,C,35.03888888,-118.25805555
2009,237,1500.0,"","",Arson,0.1,A,34.84111111,-118.87
2007,299,200.0,"","",Miscellaneous,0.5,B,35.03888888,-118.25805555
2007,365,2100.0,"","",Miscellaneous,0.1,A,34.86611111,-118.88388888
2008,1,1300.0,"","",Miscellaneous,0.1,A,34.94194444,-118.92888888
2008,99,1600.0,"","",Miscellaneous,3.0,B,34.89,-118.91111111
2008,291,2300.0,"","",Miscellaneous,1.0,B,34.94,-118.92888888
2006,22,1600.0,"","",Miscellaneous,0.1,A,34.245,-117.30805555
2006,23,800.0,"","",Miscellaneous,0.1,A,34.22611111,-117.40388888
2006,25,900.0,"CAPELIN                  ","","Equipment Use",0.3,B,34.46305555,-117.47694444
2006,28,1400.0,"","",Miscellaneous,0.1,A,34.43305555,-117.62194444
2006,28,1600.0,"138                      ","","Equipment Use",0.1,A,34.44805555,-117.65111111
2006,134,1600.0,"ANACONDA                 ","",Miscellaneous,0.1,A,34.44805555,-117.44305555
2006,137,1800.0,"CEDAR SPRINGS            ","",Miscellaneous,2.0,B,34.30388888,-117.30305555
2006,158,600.0,"HEMLOCK                  ","",Lightning,0.1,A,34.44805555,-117.65111111
2006,158,1800.0,"SEVILLE                  ","",Lightning,0.1,A,34.46194444,-117.65111111
2006,158,1000.0,"","",Miscellaneous,0.1,A,34.45,-117.64305555
2006,274,1900.0,"","",Arson,0.2,A,34.245,-117.30305555
2006,143,2300.0,"OASIS                    ","",Lightning,0.1,A,34.47694444,-117.63388888
2006,146,300.0,"","",Arson,0.1,A,34.38388888,-117.36194444
2006,147,1100.0,"WORBLER                  ","","Equipment Use",0.1,A,34.41888888,-117.56388888
2006,147,1900.0,"","",Miscellaneous,0.1,A,34.41611111,-117.57194444
2006,163,1600.0,"215                      ","",Miscellaneous,0.2,A,34.20111111,-117.375
2006,166,700.0,"","",Arson,1.0,B,34.42111111,-117.58
2006,166,0.0,"ELSINORE                 ","",Children,0.5,B,34.405,-117.54694444
2006,173,1200.0,"","","Equipment Use",0.2,A,34.49388888,-117.49611111
2006,176,1400.0,"""""""BUCKSKIN"""" VEG""       ","",Smoking,0.1,A,34.41888888,-117.47694444
2006,179,800.0,"WOLF                     ","",Lightning,0.1,A,34.41888888,-117.51194444
2006,185,1200.0,"DUNCAN                   ","",Miscellaneous,0.1,A,34.47694444,-117.56388888
2006,187,300.0,"","",Miscellaneous,1.0,B,34.35611111,-117.39
2006,206,1400.0,"","",Miscellaneous,0.1,A,34.04,-117.39611111
2006,208,2000.0,"SACRAMENTO               ","",Miscellaneous,0.2,A,34.47694444,-117.65194444
2006,213,0.0,"","",Miscellaneous,0.1,A,34.49305555,-117.57305555
2006,214,300.0,"KENWOOD                  ","",Miscellaneous,2.0,B,34.21611111,-117.42611111
2006,181,800.0,"WOODLAWN                 ","",Miscellaneous,0.5,B,34.245,-117.41
2006,184,300.0,"","",Miscellaneous,7.0,B,34.42888888,-117.53111111
2006,184,1600.0,"","",Arson,0.5,B,34.48805555,-117.555
2006,185,400.0,"MESA                     ","","Equipment Use",10.2,C,34.36194444,-117.39
2006,217,2200.0,"VINE                     ","","Equipment Use",0.1,A,34.11388888,-117.25194444
2006,224,500.0,"CAJON                    ","",Miscellaneous,80.0,C,34.20111111,-117.39194444
2006,229,200.0,"","",Smoking,1.0,B,34.22611111,-117.40388888
2006,246,700.0,"COLERIDGE                ","",Lightning,0.1,A,33.69111111,-117.31888888
2006,246,1000.0,"BUTTEMERE                ","","Equipment Use",35.0,C,34.405,-117.495
2006,246,1100.0,"PIPELINE                 ","",Children,0.1,A,34.39,-117.58111111
2006,247,1100.0,"","",Miscellaneous,0.1,A,34.43805555,-117.58111111
2006,251,2300.0,"GOLFBALL                 ","","Debris Burning",0.1,A,34.02611111,-117.25305555
2006,290,0.0,"7TH ST / NAHOA WY        ","",Children,0.5,B,34.46611111,-117.45805555
2006,300,1200.0,"1E 7                     ","",Miscellaneous,0.5,B,34.17388888,-117.465
2006,301,600.0,"HWY 138  / STATE HWY 2 6 ","",Smoking,0.1,A,34.39111111,-117.57611111
2006,329,1800.0,"CRYSTAL AIRE RD  PINON_HL","",Miscellaneous,0.1,A,34.45111111,-117.62
2006,333,400.0,"NAHOA RD / SEQUOIA RD    ","",Miscellaneous,0.5,B,34.46805555,-117.45805555
2006,336,2300.0,"PINE AV / HWY 71         ","",Miscellaneous,2.0,B,33.94805555,-117.675
2006,340,1500.0,"RANCHERO RD / OUTPOST RD ","",Arson,0.2,A,34.38305555,-117.39888888
2007,5,400.0,"I 15  N/ GLEN HELEN PKWY ","","Equipment Use",5.0,B,34.18805555,-117.42888888
2007,6,900.0,"I 15  N/ I 215  N        ","",Miscellaneous,5.0,B,34.225,-117.41
2007,16,2300.0,"I 15  S/ KENWOOD AV      ","",Miscellaneous,0.1,A,34.24388888,-117.44111111
2007,17,2100.0,"","",Miscellaneous,0.5,B,34.46,-117.55
2007,18,100.0,"PHELAN RD  PHLN          ","",Miscellaneous,0.1,A,34.42694444,-117.51805555
2007,18,1100.0,"BUENA VISTA RD / SMOKE TR","",Children,1.0,B,34.44111111,-117.63305555
2007,35,800.0,"DAISY LN / EABY RD       ","",Children,1.0,B,34.445,-117.53305555
2006,235,2200.0,"","",Miscellaneous,0.2,A,34.42111111,-117.47194444
2006,238,2100.0,"","",Children,0.1,A,34.47,-117.57388888
2006,242,100.0,"DOT COM                  ","",Miscellaneous,0.2,A,34.405,-117.47694444
2006,310,0.0,"PHELAN FFS PHLN 18       ","",Miscellaneous,5.0,B,34.425,-117.545
2006,310,1300.0,SIERRA,"",Miscellaneous,640.0,E,34.185,-117.43305555
2006,316,1800.0,"SAN ANTONIO DAM UPLAND   ","",Miscellaneous,0.5,B,34.15805555,-117.67694444
2006,340,0.0,"7TH ST / DEL ROSA AV 2   ","",Arson,0.2,A,34.11194444,-117.25
2006,344,400.0,"I 15  N/ HWY 138 38      ","","Equipment Use",0.3,B,34.34194444,-117.43
2006,345,500.0,"7TH ST / DEL ROSA AV 3   ","",Children,0.3,B,34.11194444,-117.25
2007,20,500.0,"","",Arson,0.2,A,34.44,-117.56388888
2007,20,600.0,"VALLE VISTA RD  PHLN     ","",Children,1.0,B,34.44,-117.56388888
2007,21,1100.0,"VALLE VISTA RD / YUCCA TE","",Miscellaneous,0.3,B,34.43111111,-117.56194444
2007,22,2200.0,"7TH ST / ELMWOOD RD      ","",Miscellaneous,0.3,B,34.11194444,-117.25111111
2007,29,1300.0,"PHELAN RD / HWY 138 2    ","","Equipment Use",1.0,B,34.41888888,-117.60388888
2007,66,1300.0,"MESA ST / BALDY MESA RD  ","",Miscellaneous,3.0,B,34.44805555,-117.45111111
2007,70,1600.0,"EL CENTRO ST  HESPERIA   ","",Smoking,0.8,B,34.39,-117.37888888
2007,83,2200.0,"","",Arson,0.2,A,34.41305555,-117.58388888
2007,83,2300.0,"MANGO ST / PHELAN RD     ","",Children,0.1,A,34.41194444,-117.58388888
2007,101,0.0,"SUNNYSLOPE RD / GOBI RD  ","","Equipment Use",0.2,A,34.41194444,-117.55694444
2007,145,400.0,"MIDDLETON RD / HOLLISTER ","",Smoking,0.1,A,34.41111111,-117.495
2007,149,300.0,"CEDAR SPRINGS DAM S_BDO  ","","Equipment Use",0.3,B,34.305,-117.31305555
2007,149,2200.0,"GOSS RD / OASIS RD       ","",Miscellaneous,1.0,B,34.455,-117.64305555
2007,160,200.0,"CHELSEA ST / NEVADA RD   ","",Miscellaneous,1.0,B,34.42388888,-117.50805555
2007,112,100.0,"WILSON RANCH             ","",Miscellaneous,13.0,C,34.41194444,-117.52111111
2007,130,400.0,"SUNSET RD / WAGON WHEEL R","",Children,1.0,B,34.45888888,-117.46
2007,134,2300.0,"SHEEP CREEK RD / SNOW LIN","",Smoking,0.4,B,34.40388888,-117.57388888
2007,141,800.0,"SACRAMENTO RD  PHLN      ","",Miscellaneous,1.0,B,34.47694444,-117.595
2007,161,2200.0,"","",Children,5.0,B,34.365,-117.30694444
2007,171,1200.0,"BEEKLEY RD / HWY 138 2   ","",Miscellaneous,2.5,B,34.41194444,-117.59
2007,171,300.0,"FOLEY RD  HESPERIA_AREA  ","",Miscellaneous,1.0,B,34.395,-117.37694444
2007,192,1500.0,"FARMINGTON ST / MARIPOSA ","","Equipment Use",2.0,B,34.36805555,-117.395
2007,194,2000.0,"ACORN RD / HWY 138       ","",Miscellaneous,1.0,B,34.43194444,-117.63
2007,224,1500.0,"CEDAR                    ","",Miscellaneous,18.0,C,34.305,-117.31305555
2007,233,2000.0,"I 15  S/ KENWOOD AV 11   ","","Debris Burning",0.1,A,34.23694444,-117.425
2007,234,200.0,"BRACEO ST / SOLANO RD    ","",Miscellaneous,1.0,B,34.45194444,-117.44388888
2007,235,200.0,"","","Equipment Use",0.1,A,34.23805555,-117.295
2007,237,1900.0,"9B                       ","",Smoking,1.0,B,34.45111111,-117.62111111
2007,252,1900.0,"BEAVER AV  BALDY_MESA    ","",Miscellaneous,0.5,B,34.40194444,-117.46
2007,255,1100.0,"BALDY MESA RD / MESA ST  ","",Arson,2.0,B,34.44805555,-117.45111111
2007,260,600.0,"OASIS RD  PINION_HILLS 4 ","",Arson,0.3,B,34.465,-117.64305555
2007,263,1900.0,"","","Equipment Use",0.1,A,34.445,-117.59
2007,266,2200.0,"","",Smoking,0.1,A,34.42694444,-117.50611111
2007,306,1400.0,"BLAKE ST  MUSCOY         ","",Miscellaneous,0.1,A,34.15111111,-117.355
2008,103,2200.0,"SIERRA VISTA RD  PHELAN  ","",Miscellaneous,1.0,B,34.41888888,-117.565
2008,103,1500.0,"","",Arson,0.1,A,34.41111111,-117.56611111
2008,133,1800.0,"BUCKWHEAT                ","","Equipment Use",0.2,A,34.43,-117.60694444
2008,134,1500.0,"1D                       ","",Arson,0.3,B,34.16611111,-117.50694444
2008,134,200.0,"HWY 138   PHELAN         ","",Miscellaneous,0.1,A,34.39111111,-117.57611111
2008,135,200.0,"SCHLITZ RD / PHELAN RD   ","",Smoking,0.5,B,34.42694444,-117.53388888
2007,173,500.0,"EABY RD / JUNIPER RD     ","",Smoking,2.0,B,34.43611111,-117.54305555
2007,174,1200.0,"RANCH IC 2               ","",Smoking,4.0,B,34.42694444,-117.52111111
2007,175,2300.0,"SALEM AV  HESPERIA_AREA  ","",Children,0.1,A,34.44305555,-117.43
2007,176,1400.0,"QUAIL RD  PINION_HILLS   ","",Children,1.0,B,34.40805555,-117.58611111
2007,176,600.0,"PHELAN RD / SHEEP CREEK 3","","Equipment Use",1.0,B,34.42611111,-117.57805555
2007,180,1100.0,"YUCCA TERRACE DR  BALDY_M","",Miscellaneous,0.1,A,34.43388888,-117.46194444
2007,185,800.0,"138 IC                   ","",Arson,15.0,C,34.33694444,-117.25888888
2007,185,900.0,"DEL ROSA RD  VICTORVILLE_","",Children,1.0,B,34.46305555,-117.47194444
2007,202,1900.0,"SUNSET RD / GREASEWOOD LN","","Equipment Use",0.1,A,34.45888888,-117.42111111
2007,206,1700.0,"","",Miscellaneous,0.3,B,34.165,-117.36111111
2007,207,1700.0,"JOHNSON RD / PHELAN RD   ","",Miscellaneous,1.0,B,34.42611111,-117.555
2007,211,700.0,"GOSS RD / VERBENA RD 2   ","",Miscellaneous,0.1,A,34.45611111,-117.42694444
2007,216,1500.0,"I 15  N/ KENWOOD AV 11   ","",Miscellaneous,8.0,B,34.23694444,-117.425
2007,218,1700.0,"HWY 138  / PHELAN RD     ","",Smoking,1.0,B,34.42611111,-117.61888888
2007,222,2100.0,"","",Arson,0.1,A,34.04305555,-117.28388888
2007,223,2200.0,"CENTER ST  HIGH 12       ","",Miscellaneous,0.1,A,34.01611111,-117.335
2007,238,800.0,"SIERRA VISTA RD / SNOW LI","",Arson,1.0,B,34.405,-117.56611111
2007,240,900.0,"SMITH RD / PHELAN RD     ","",Smoking,1.0,B,34.42694444,-117.53
2007,243,500.0,"DEL ROSA RD  PHELAN 3    ","",Lightning,0.1,A,34.46305555,-117.505
2007,243,100.0,"","",Lightning,0.1,A,34.46305555,-117.505
2007,244,400.0,"JOHNSON                  ","",Lightning,45.0,C,34.39694444,-117.55305555
2007,244,0.0,"CAJON                    ","",Miscellaneous,0.5,B,34.22305555,-117.40305555
2007,282,1600.0,"JOHNSON RD / MESQUITE S 2","","Equipment Use",1.0,B,34.39694444,-117.55305555
2007,284,2200.0,"EVERGREEN IC             ","","Equipment Use",1.0,B,34.42611111,-117.61888888
2007,294,100.0,"BUTTEMERE RD  PHELAN     ","",Miscellaneous,1.0,B,34.43194444,-117.50388888
2007,294,900.0,"DEVORE 2                 ","",Miscellaneous,187.0,D,34.23694444,-117.425
2007,294,100.0,"GLEN HELEN 2             ","","Equipment Use",150.0,D,34.22805555,-117.41388888
2008,37,600.0,"OASIS RD / HWY 138       ","",Miscellaneous,1.0,B,34.44111111,-117.64305555
2008,38,1700.0,"6TH ST / TIPPECANOE AV   ","",Miscellaneous,0.1,A,34.11,-117.26111111
2008,42,600.0,"LAGER RD  PHELAN         ","",Miscellaneous,1.0,B,34.44805555,-117.53694444
2008,108,800.0,"4TH ST  HIGHLAND_CITY 8  ","",Miscellaneous,0.1,A,34.10611111,-117.25111111
2008,108,1500.0,"SIERRA AV  SNSL          ","",Miscellaneous,1.0,B,34.03194444,-117.43194444
2008,113,2300.0,"","","Debris Burning",0.1,A,34.48111111,-117.57805555
2008,118,2100.0,"","",Children,0.1,A,34.41694444,-117.49805555
2008,138,1300.0,"SHEEP CREEK              ","","Equipment Use",2.0,B,34.40305555,-117.57888888
2008,138,1700.0,"EABY                     ","",Miscellaneous,0.5,B,34.40694444,-117.53805555
2008,140,900.0,"","",Miscellaneous,0.1,A,34.45888888,-117.46
2008,140,1200.0,"BEAVER                   ","",Miscellaneous,0.5,B,34.47,-117.46
2008,153,1000.0,"ESCONDIDO AV / RANCHERO R","",Miscellaneous,0.3,B,34.38305555,-117.37305555
2008,175,1300.0,"ESCONDIDO AV / JENNY ST  ","","Equipment Use",0.4,B,34.37194444,-117.37305555
2008,182,1200.0,"FAIRFAX LN / 9TH ST      ","",Miscellaneous,0.1,A,34.11611111,-117.25694444
2008,185,800.0,"","",Smoking,0.5,B,34.04,-117.39611111
2008,188,1400.0,"PHELAN RD / WHITE RD     ","",Miscellaneous,1.0,B,34.42611111,-117.46888888
2008,194,300.0,"","",Smoking,0.1,A,34.40611111,-117.415
2008,194,2000.0,"OAK HILL RD / PHELAN RD  ","",Smoking,1.0,B,34.42694444,-117.415
2008,166,1800.0,"BELLFLOWER ST / GREASEWOO","",Miscellaneous,1.0,B,34.46111111,-117.41111111
2008,168,1800.0,"","",Miscellaneous,0.1,A,34.44888888,-117.41611111
2008,169,500.0,"MICRO DR  GLAV 5         ","","Equipment Use",1.0,B,34.00611111,-117.55805555
2008,171,1300.0,"","",Arson,0.5,B,34.28194444,-117.45388888
2008,172,1500.0,"KENWOOD 4                ","",Miscellaneous,2.0,B,34.23694444,-117.425
2008,204,1400.0,"INSTITUTION              ","","Equipment Use",5.0,B,34.18305555,-117.39694444
2008,210,1800.0,"","",Smoking,0.2,A,34.25194444,-117.32611111
2008,212,1100.0,"","","Equipment Use",0.5,B,34.44111111,-117.56388888
2008,212,0.0,"SMOKE TREE RD / SIERRA VI","","Equipment Use",0.5,B,34.44111111,-117.56611111
2008,223,2000.0,"","",Children,0.1,A,34.23805555,-117.25694444
2008,228,300.0,"","",Arson,0.1,A,34.49194444,-117.54111111
2008,236,2000.0,"PHELAN RD  PHELAN 9      ","","Debris Burning",0.1,A,34.42111111,-117.49888888
2008,240,700.0,"","","Equipment Use",0.1,A,34.41388888,-117.50888888
2008,248,900.0,"","",Smoking,0.1,A,34.24888888,-117.32388888
2008,269,1900.0,"EL CENTRO RD  HESPERIA_AR","",Miscellaneous,0.5,B,34.39,-117.43388888
2008,272,1200.0,"TOKAY ST  PINION_HILLS   ","",Children,0.1,A,34.47194444,-117.59388888
2008,273,500.0,"SMOKETREE                ","",Miscellaneous,0.3,B,34.44111111,-117.555
2008,273,100.0,"SHEEP CREEK RD / HWY 18 2","",Miscellaneous,1.0,B,34.50694444,-117.46888888
2008,279,0.0,"SILVER ROCK RD  PINION_ 3","","Debris Burning",0.1,A,34.42805555,-117.61611111
2008,285,200.0,"BASE LINE ST / DEL ROSA 6","",Miscellaneous,1.0,B,34.12111111,-117.25
2008,313,1000.0,"","",Miscellaneous,0.1,A,34.37194444,-117.435
2008,319,700.0,"CREEK                    ","",Campfire,3.0,B,34.18805555,-117.42888888
2008,319,2100.0,"MESA TER  SAN_ANTONIO_HEI","","Debris Burning",0.1,A,34.155,-117.66888888
2008,322,2000.0,"5TH ST / DEL ROSA DR 2   ","",Miscellaneous,1.0,B,34.10805555,-117.25111111
2008,326,1900.0,"IOWA AV / CENTER ST 6    ","",Miscellaneous,0.1,A,34.01611111,-117.34
2009,136,900.0,"COURT ST  HIGHLAND_CITY 6","",Children,0.1,A,34.10611111,-117.25194444
2008,254,2000.0,"HOLLISTER                ","",Arson,21.0,C,34.41611111,-117.46888888
2008,296,1000.0,"FOXBOROUGH               ","",Arson,324.0,E,34.16611111,-117.50694444
2008,305,2300.0,"","","Equipment Use",0.1,A,34.41194444,-117.52305555
2009,93,2100.0,"","",Miscellaneous,0.1,A,34.49305555,-117.57305555
2009,143,1400.0,"","",Miscellaneous,0.1,A,34.38611111,-117.43611111
2009,143,1800.0,"CENTER                   ","",Miscellaneous,0.1,A,34.01694444,-117.31111111
2009,195,1500.0,"TERESA ST  HIGH          ","",Miscellaneous,0.1,A,34.01694444,-117.31194444
2009,227,900.0,"","",Miscellaneous,2.0,B,34.365,-117.30694444
2009,182,1400.0,"VINE ST  HIGHLAND_CITY 9 ","",Miscellaneous,0.5,B,34.115,-117.25694444
2009,186,200.0,"CACTUS                   ","",Miscellaneous,3.0,B,34.03388888,-117.39305555
2009,209,2100.0,"CENTER 2                 ","",Miscellaneous,0.3,B,34.01611111,-117.31388888
2009,245,1900.0,"","",Miscellaneous,1.0,B,34.48805555,-117.555
2009,277,0.0,"","",Miscellaneous,0.1,A,34.42805555,-117.55888888
2009,278,1900.0,"""""""BATHURST IC""""""        ","","Equipment Use",0.1,A,34.22305555,-117.40305555
2010,281,2200.0,"UNION ST  HIGHLAND_CIT 28","",Miscellaneous,0.1,A,34.115,-117.25805555
2009,356,1500.0,"","",Miscellaneous,0.1,A,34.49305555,-117.57305555
2010,123,1600.0,"DEL ROSA DR / 4TH ST     ","",Miscellaneous,0.1,A,34.10611111,-117.25
2010,171,2100.0,"UNION ST  HIGHLAND_CIT 16","",Miscellaneous,0.8,B,34.115,-117.25805555
2006,229,1700.0,"MISSION                  ","","Equipment Use",0.1,A,33.29305555,-117.32305555
2006,310,1600.0,"DELUZ                    ","",Miscellaneous,46.0,C,33.46388888,-117.32111111
2006,348,300.0,"DE LUZ RD / HARRIS TRL 4 ","","Debris Burning",0.1,A,33.40888888,-117.27305555
2006,359,2000.0,"DELUZ 2                  ","","Equipment Use",1.0,B,33.43111111,-117.27694444
