,year,doy,hourmin,temperature,humidity,wind,pressure
117,2012,280,900,287.81,88.0,0.0,1010.0
118,2012,280,1000,287.59,77.0,3.0,1021.0
119,2012,280,1100,287.82,72.0,5.0,1021.0
120,2012,280,1200,287.85,100.0,0.0,1023.0
121,2012,280,1300,288.18,78.0,2.0,1010.0
122,2012,280,1400,288.41,74.0,2.0,1011.0
123,2012,280,1500,288.7,77.0,0.0,1021.0
124,2012,280,1600,289.54,77.0,2.0,1021.0
125,2012,280,1700,291.24,68.0,2.0,1021.0
126,2012,280,1800,292.7,63.0,2.0,1021.0
127,2012,280,1900,293.61,63.0,3.0,1021.0
128,2012,280,2000,294.09,56.0,3.0,1020.0
129,2012,280,2100,294.32,53.0,8.0,1020.0
130,2012,280,2200,294.68,46.0,5.0,1020.0
131,2012,280,2300,293.76,60.0,6.0,1019.0
132,2012,281,0,292.9,68.0,6.0,1019.0
133,2012,281,100,292.07,68.0,6.0,1019.0
134,2012,281,200,290.85,68.0,5.0,1019.0
135,2012,281,300,290.07,72.0,5.0,1019.0
136,2012,281,400,289.71,77.0,5.0,1019.0
137,2012,281,500,289.48,77.0,3.0,1019.0
138,2012,281,600,288.89666666700003,82.0,2.0,1015.0
139,2012,281,700,288.313333333,88.0,1.0,1011.0
140,2012,281,800,287.73,94.0,0.0,1008.0
141,2012,281,900,287.63,82.0,3.0,1019.0
142,2012,281,1000,286.3,87.0,2.0,1019.0
143,2012,281,1100,285.68,87.0,3.0,1018.0
144,2012,281,1200,285.5,87.0,2.0,1018.0
145,2012,281,1300,284.94,87.0,2.0,1018.0
146,2012,281,1400,285.15,82.0,2.0,1018.0
147,2012,281,1500,285.69,82.0,1.0,1018.0
148,2012,281,1600,288.65,72.0,0.0,1019.0
149,2012,281,1700,290.6,68.0,1.0,1019.0
150,2012,281,1800,291.73,63.0,2.0,1018.0
151,2012,281,1900,292.58,52.0,2.0,1018.0
152,2012,281,2000,293.38,43.0,6.0,1018.0
153,2012,281,2100,293.54,52.0,4.0,1018.0
154,2012,281,2200,294.25,40.0,4.0,1016.0
155,2012,281,2300,294.13,40.0,6.0,1016.0
156,2012,282,0,293.6,43.0,6.0,1016.0
157,2012,282,100,291.3,55.0,6.0,1016.0
158,2012,282,200,289.52,63.0,5.0,1016.0
159,2012,282,300,288.65,67.0,5.0,1016.0
160,2012,282,400,287.96,67.0,6.0,1016.0
161,2012,282,500,287.33,72.0,8.0,1016.0
162,2012,282,600,286.93,72.0,5.0,1016.0
163,2012,282,700,286.6,82.0,3.0,1016.0
164,2012,282,800,286.06,82.0,3.0,1016.0
165,2012,282,900,285.77,82.0,3.0,1016.0
166,2012,282,1000,285.46,82.0,2.0,1016.0
167,2012,282,1100,285.32,82.0,4.0,1015.0
168,2012,282,1200,284.55,87.0,2.0,1016.0
169,2012,282,1300,284.62,87.0,3.0,1016.0
170,2012,282,1400,284.62,87.0,3.0,1016.0
171,2012,282,1500,285.47,87.0,3.0,1017.0
172,2012,282,1600,287.13,82.0,2.0,1017.0
173,2012,282,1700,288.21,76.0,5.0,1023.0
174,2012,282,1800,290.56,67.0,3.0,1016.0
175,2012,282,1900,291.16,82.0,4.0,1017.0
176,2012,282,2000,292.25,47.0,3.0,1021.0
177,2012,282,2100,293.39,77.0,5.0,1016.0
178,2012,282,2200,294.11,49.0,6.0,1015.0
179,2012,282,2300,293.68,52.0,8.0,1015.0
180,2012,283,0,292.11,55.0,9.0,1014.0
181,2012,283,100,290.35,59.0,11.0,1014.0
182,2012,283,200,288.88,67.0,9.0,1015.0
183,2012,283,300,288.08,63.0,4.0,1015.0
184,2012,283,400,287.83,72.0,4.0,1016.0
185,2012,283,500,287.35,72.0,4.0,1016.0
186,2012,283,600,286.67,82.0,4.0,1016.0
187,2012,283,700,286.36,82.0,3.0,1016.0
188,2012,283,800,286.055,88.0,1.0,1013.0
189,2012,283,900,285.75,94.0,0.0,1010.0
190,2012,283,1000,285.56,94.0,0.0,1011.0
191,2012,283,1100,285.62,94.0,0.0,1010.0
192,2012,283,1200,285.22,76.0,2.0,1016.0
193,2012,283,1300,285.09,76.0,2.0,1016.0
194,2012,283,1400,283.93,81.0,1.0,1017.0
195,2012,283,1500,284.94,76.0,0.0,1017.0
196,2012,283,1600,287.87,67.0,3.0,1017.0
197,2012,283,1700,288.64,81.0,2.0,1023.0
198,2012,283,1800,291.08,71.0,2.0,1022.0
199,2012,283,1900,292.14,71.0,1.0,1022.0
200,2012,283,2000,292.67,74.0,3.0,1010.0
201,2012,283,2100,293.02,71.0,3.0,1021.0
202,2012,283,2200,293.26,56.0,6.0,1017.0
203,2012,283,2300,291.92,59.0,6.0,1017.0
204,2012,284,0,291.7,55.0,5.0,1016.0
205,2012,284,100,290.5,63.0,6.0,1016.0
206,2012,284,200,289.13,67.0,4.0,1016.0
207,2012,284,300,288.34,77.0,3.0,1017.0
208,2012,284,400,287.93,77.0,4.0,1017.0
209,2012,284,500,287.66,77.0,4.0,1017.0
210,2012,284,600,286.46,82.0,1.0,1017.0
211,2012,284,700,286.06,82.0,1.0,1017.0
212,2012,284,800,285.64,77.0,0.0,1017.0
213,2012,284,900,285.156666667,82.0,0.0,1017.0
214,2012,284,1000,284.673333333,88.0,0.0,1017.0
215,2012,284,1100,284.19,94.0,0.0,1017.0
216,2012,284,1200,285.4,82.0,0.0,1016.0
217,2012,284,1300,285.55,82.0,2.0,1017.0
218,2012,284,1400,284.76,82.0,0.0,1017.0
219,2012,284,1500,285.18,95.0,0.0,1017.0
220,2012,284,1600,287.06,100.0,0.0,1022.0
221,2012,284,1700,289.69,72.0,2.0,1017.0
222,2012,284,1800,291.7,72.0,2.0,1017.0
223,2012,284,1900,292.76,68.0,2.0,1016.0
224,2012,284,2000,293.69,63.0,2.0,1016.0
225,2012,284,2100,293.28,56.0,6.0,1015.0
226,2012,284,2200,293.64,50.0,4.0,1014.0
227,2012,284,2300,294.0,45.0,3.0,1013.0
228,2012,285,0,294.0,45.0,3.0,1013.0
229,2012,285,100,294.0,45.0,3.0,1013.0
230,2012,285,200,294.0,45.0,3.0,1013.0
231,2012,285,300,294.0,45.0,3.0,1013.0
232,2012,285,400,294.0,45.0,3.0,1013.0
233,2012,285,500,289.28,67.0,2.0,1013.0
234,2012,285,600,284.56,89.0,1.0,1013.0
235,2012,285,700,286.75,82.0,6.0,1015.0
236,2012,285,800,286.55,82.0,5.0,1015.0
237,2012,285,900,286.27,82.0,4.0,1015.0
238,2012,285,1000,285.91,100.0,0.0,1019.0
239,2012,285,1100,285.71,82.0,4.0,1014.0
240,2012,285,1200,285.6,93.0,0.0,1014.0
241,2012,285,1300,285.57,100.0,0.0,1021.0
242,2012,285,1400,285.81,87.0,4.0,1014.0
243,2012,285,1500,286.18,82.0,4.0,1015.0
244,2012,285,1600,288.135,73.0,4.0,1014.0
245,2012,285,1700,290.09,65.0,4.0,1014.0
246,2012,285,1800,292.045,56.0,4.0,1013.0
247,2012,285,1900,294.0,48.0,3.0,1013.0
248,2012,285,2000,294.0,48.0,3.0,1013.0
249,2012,285,2100,293.49,63.0,6.0,1013.0
250,2012,285,2200,293.8,59.0,5.0,1013.0
251,2012,285,2300,292.94,59.0,7.0,1013.0
252,2012,286,0,291.0,67.0,9.0,1013.0
253,2012,286,100,289.05,72.0,7.0,1013.0
254,2012,286,200,287.65,71.0,4.0,1014.0
255,2012,286,300,287.24,71.0,3.0,1014.0
256,2012,286,400,286.8,71.0,6.0,1014.0
257,2012,286,500,286.68,76.0,4.0,1015.0
258,2012,286,600,286.42,71.0,4.0,1015.0
259,2012,286,700,286.27,71.0,2.0,1015.0
260,2012,286,800,286.23,71.0,3.0,1014.0
261,2012,286,900,286.27,71.0,3.0,1014.0
262,2012,286,1000,286.39,76.0,3.0,1014.0
263,2012,286,1100,286.22,76.0,3.0,1014.0
264,2012,286,1200,286.26,71.0,1.0,1013.0
265,2012,286,1300,285.81,71.0,3.0,1013.0
266,2012,286,1400,285.52,71.0,3.0,1013.0
267,2012,286,1500,285.98,71.0,3.0,1013.0
268,2012,286,1600,286.6,71.0,5.0,1014.0
269,2012,286,1700,286.95,71.0,6.0,1014.0
270,2012,286,1800,287.27,71.0,4.0,1014.0
271,2012,286,1900,287.51,67.0,6.0,1014.0
272,2012,286,2000,287.71,67.0,4.0,1014.0
273,2012,286,2100,287.52,71.0,3.0,1013.0
274,2012,286,2200,287.51,71.0,4.0,1013.0
275,2012,286,2300,287.26,71.0,4.0,1014.0
276,2012,287,0,287.728,70.0,4.0,1013.0
277,2012,287,100,288.196,69.0,4.0,1013.0
278,2012,287,200,288.664,68.0,4.0,1013.0
279,2012,287,300,289.132,68.0,4.0,1013.0
280,2012,287,400,289.6,67.0,4.0,1013.0
281,2012,287,500,286.59,71.0,2.0,1015.0
282,2012,287,600,286.56,71.0,4.0,1015.0
283,2012,287,700,286.39,71.0,3.0,1015.0
284,2012,287,800,286.32,71.0,2.0,1015.0
285,2012,287,900,286.13,87.0,2.0,1015.0
286,2012,287,1000,285.9,87.0,2.0,1016.0
287,2012,287,1100,285.77,82.0,2.0,1015.0
288,2012,287,1200,285.81,87.0,2.0,1016.0
289,2012,287,1300,285.57,87.0,2.0,1017.0
290,2012,287,1400,285.79,82.0,2.0,1017.0
291,2012,287,1500,285.88,76.0,3.0,1018.0
292,2012,287,1600,286.48,76.0,4.0,1019.0
293,2012,287,1700,287.2,67.0,3.0,1019.0
294,2012,287,1800,288.07,63.0,2.0,1020.0
295,2012,287,1900,289.04,55.0,4.0,1020.0
296,2012,287,2000,289.6,59.0,5.0,1020.0
297,2012,287,2100,289.6,55.0,5.0,1021.0
298,2012,287,2200,290.04,52.0,4.0,1021.0
299,2012,287,2300,290.25,52.0,6.0,1021.0
300,2012,288,0,289.97,52.0,4.0,1021.0
301,2012,288,100,288.96,51.0,5.0,1022.0
302,2012,288,200,287.84,62.0,3.0,1022.0
303,2012,288,300,286.83,71.0,4.0,1023.0
304,2012,288,400,285.98,71.0,2.0,1023.0
305,2012,288,500,285.49,76.0,2.0,1023.0
306,2012,288,600,285.11,76.0,1.0,1023.0
307,2012,288,700,284.38,76.0,3.0,1024.0
308,2012,288,800,284.01,76.0,1.0,1024.0
309,2012,288,900,283.76,71.0,1.0,1024.0
310,2012,288,1000,283.5,76.0,0.0,1025.0
311,2012,288,1100,283.37,81.0,2.0,1024.0
312,2012,288,1200,283.12,82.0,0.0,1025.0
313,2012,288,1300,283.05,81.0,1.0,1025.0
314,2012,288,1400,283.08,81.0,0.0,1025.0
315,2012,288,1500,283.81,82.0,2.0,1025.0
316,2012,288,1600,286.95,77.0,2.0,1026.0
317,2012,288,1700,289.19,72.0,1.0,1026.0
318,2012,288,1800,291.16,67.0,1.0,1026.0
319,2012,288,1900,292.4,63.0,0.0,1026.0
320,2012,288,2000,293.28,55.0,2.0,1025.0
321,2012,288,2100,294.06,59.0,2.0,1024.0
322,2012,288,2200,295.22,52.0,0.0,1023.0
323,2012,288,2300,295.17,43.0,7.0,1023.0
324,2012,289,0,294.35,59.0,8.0,1022.0
325,2012,289,100,292.49,63.0,8.0,1022.0
326,2012,289,200,290.74,72.0,6.0,1022.0
327,2012,289,300,290.05,77.0,7.0,1023.0
328,2012,289,400,289.19,77.0,6.0,1023.0
329,2012,289,500,288.72,77.0,6.0,1023.0
330,2012,289,600,288.04,87.0,5.0,1023.0
331,2012,289,700,287.62,93.0,5.0,1023.0
332,2012,289,800,287.77,93.0,6.0,1023.0
333,2012,289,900,287.44,93.0,4.0,1023.0
334,2012,289,1000,287.08,93.0,0.0,1023.0
335,2012,289,1100,286.93,93.0,0.0,1022.0
336,2012,289,1200,286.92,87.0,2.0,1022.0
337,2012,289,1300,287.08,87.0,2.0,1023.0
338,2012,289,1400,286.99,93.0,0.0,1023.0
339,2012,289,1500,286.79,87.0,0.0,1023.0
340,2012,289,1600,286.97,87.0,1.0,1023.0
341,2012,289,1700,288.28,87.0,2.0,1023.0
342,2012,289,1800,288.84,97.0,0.0,1023.0
343,2012,289,1900,290.8,82.0,0.0,1024.0
344,2012,289,2000,292.31,77.0,2.0,1023.0
345,2012,289,2100,293.66,68.0,4.0,1021.0
346,2012,289,2200,295.35,60.0,5.0,1020.0
347,2012,289,2300,296.08,60.0,6.0,1020.0
348,2012,290,0,295.11,68.0,8.0,1019.0
349,2012,290,100,294.19,72.0,8.0,1019.0
350,2012,290,200,292.25,77.0,8.0,1019.0
351,2012,290,300,290.74,82.0,9.0,1019.0
352,2012,290,400,289.37,87.0,8.0,1019.0
353,2012,290,500,288.96,87.0,6.0,1020.0
354,2012,290,600,288.35,93.0,3.0,1019.0
355,2012,290,700,287.92,93.0,6.0,1019.0
356,2012,290,800,287.53,87.0,4.0,1019.0
357,2012,290,900,287.16,87.0,3.0,1019.0
358,2012,290,1000,287.02,93.0,1.0,1018.0
359,2012,290,1100,286.94,87.0,4.0,1019.0
360,2012,290,1200,286.55,93.0,0.0,1018.0
361,2012,290,1300,286.34,93.0,0.0,1018.0
362,2012,290,1400,285.99,93.0,2.0,1019.0
363,2012,290,1500,286.35,93.0,2.0,1019.0
364,2012,290,1600,288.12,100.0,0.0,1019.0
365,2012,290,1700,289.09,93.0,0.0,1019.0
366,2012,290,1800,290.27,93.0,0.0,1019.0
367,2012,290,1900,293.19,82.0,2.0,1019.0
368,2012,290,2000,294.95,72.0,2.0,1017.0
369,2012,290,2100,295.94,72.0,1.0,1016.0
370,2012,290,2200,296.84,56.0,8.0,1016.0
371,2012,290,2300,297.4,56.0,8.0,1016.0
372,2012,291,0,296.72,68.0,10.0,1016.0
373,2012,291,100,295.59,68.0,8.0,1015.0
374,2012,291,200,293.23,72.0,8.0,1015.0
375,2012,291,300,292.35,77.0,8.0,1015.0
376,2012,291,400,291.43,77.0,8.0,1016.0
377,2012,291,500,291.2,77.0,8.0,1016.0
378,2012,291,600,290.8,82.0,8.0,1016.0
379,2012,291,700,290.76,82.0,5.0,1016.0
380,2012,291,800,290.58,82.0,7.0,1016.0
381,2012,291,900,290.54,88.0,4.0,1016.0
382,2012,291,1000,290.04,88.0,5.0,1016.0
383,2012,291,1100,289.9,88.0,3.0,1016.0
384,2012,291,1200,289.49,87.0,2.0,1015.0
385,2012,291,1300,289.55,88.0,6.0,1016.0
386,2012,291,1400,289.55,82.0,6.0,1015.0
387,2012,291,1500,289.86,93.0,5.0,1016.0
388,2012,291,1600,291.2,93.0,4.0,1016.0
389,2012,291,1700,291.79,45.0,0.0,1016.0
390,2012,291,1800,293.42,40.0,0.0,1016.0
391,2012,291,1900,295.37,43.0,0.0,1015.0
392,2012,291,2000,297.63,74.0,0.0,1008.0
393,2012,291,2100,297.93,88.0,5.0,1016.0
394,2012,291,2200,297.94,83.0,2.0,1008.0
395,2012,291,2300,297.63,72.0,12.0,1013.0
396,2012,292,0,296.81,68.0,10.0,1013.0
397,2012,292,100,295.48,68.0,9.0,1012.0
398,2012,292,200,293.02,72.0,8.0,1012.0
399,2012,292,300,291.51,77.0,7.0,1013.0
400,2012,292,400,290.94,72.0,5.0,1012.0
401,2012,292,500,290.22,72.0,3.0,1013.0
402,2012,292,600,289.36,72.0,1.0,1013.0
403,2012,292,700,289.09,72.0,2.0,1013.0
404,2012,292,800,288.49,72.0,0.0,1013.0
405,2012,292,900,288.12,77.0,0.0,1013.0
406,2012,292,1000,287.48,82.0,0.0,1013.0
407,2012,292,1100,286.75,82.0,1.0,1012.0
408,2012,292,1200,286.41,82.0,0.0,1012.0
409,2012,292,1300,286.11,93.0,0.0,1012.0
410,2012,292,1400,286.26,82.0,0.0,1013.0
411,2012,292,1500,286.55,87.0,1.0,1013.0
412,2012,292,1600,290.44,77.0,0.0,1013.0
413,2012,292,1700,292.98,68.0,2.0,1013.0
414,2012,292,1800,295.05,68.0,1.0,1013.0
415,2012,292,1900,296.93,64.0,0.0,1012.0
416,2012,292,2000,299.55,44.0,0.0,1012.0
417,2012,292,2100,300.37,15.0,0.0,1011.0
418,2012,292,2200,301.5,13.0,0.0,1010.0
419,2012,292,2300,301.62,21.0,2.0,1010.0
420,2012,293,0,301.32,26.0,5.0,1010.0
421,2012,293,100,298.73,31.0,7.0,1009.0
422,2012,293,200,295.62,28.0,6.0,1010.0
423,2012,293,300,293.75,30.0,4.0,1011.0
424,2012,293,400,292.38,32.0,1.0,1011.0
425,2012,293,500,291.39,32.0,1.0,1011.0
426,2012,293,600,289.82,39.0,0.0,1012.0
427,2012,293,700,288.78,51.0,0.0,1012.0
428,2012,293,800,288.05,63.0,0.0,1012.0
429,2012,293,900,287.59,55.0,0.0,1012.0
430,2012,293,1000,288.5,48.0,1.0,1012.0
431,2012,293,1100,287.45,55.0,0.0,1012.0
432,2012,293,1200,288.17,62.0,1.0,1012.0
433,2012,293,1300,288.03,51.0,0.0,1013.0
434,2012,293,1400,288.6,55.0,0.0,1013.0
435,2012,293,1500,289.74,55.0,0.0,1013.0
436,2012,293,1600,292.98,63.0,1.0,1014.0
437,2012,293,1700,295.65,52.0,1.0,1014.0
438,2012,293,1800,297.27,56.0,2.0,1015.0
439,2012,293,1900,299.28,46.0,2.0,1015.0
440,2012,293,2000,299.58,46.0,3.0,1015.0
441,2012,293,2100,299.88,49.0,3.0,1014.0
442,2012,293,2200,301.55,30.0,6.0,1014.0
443,2012,293,2300,302.26,26.0,11.0,1014.0
444,2012,294,0,300.95,30.0,7.0,1014.0
445,2012,294,100,298.22,44.0,5.0,1015.0
446,2012,294,200,295.4,56.0,6.0,1015.0
447,2012,294,300,294.21,68.0,4.0,1016.0
448,2012,294,400,293.43,68.0,3.0,1016.0
449,2012,294,500,292.78,73.0,0.0,1017.0
450,2012,294,600,292.18,68.0,1.0,1017.0
451,2012,294,700,291.77,73.0,4.0,1016.0
452,2012,294,800,291.14,82.0,4.0,1016.0
453,2012,294,900,290.77,82.0,5.0,1017.0
454,2012,294,1000,290.24,88.0,4.0,1017.0
455,2012,294,1100,290.14,88.0,3.0,1016.0
456,2012,294,1200,290.18,88.0,2.0,1017.0
457,2012,294,1300,290.24,82.0,2.0,1017.0
458,2012,294,1400,290.27,82.0,2.0,1017.0
459,2012,294,1500,290.08,88.0,2.0,1017.0
460,2012,294,1600,290.73,77.0,4.0,1017.0
461,2012,294,1700,290.9,77.0,4.0,1018.0
462,2012,294,1800,291.37,77.0,2.0,1018.0
463,2012,294,1900,292.31,72.0,2.0,1017.0
464,2012,294,2000,292.7,72.0,4.0,1017.0
465,2012,294,2100,293.45,68.0,5.0,1015.0
466,2012,294,2200,293.62,68.0,6.0,1015.0
467,2012,294,2300,293.1,72.0,7.0,1015.0
468,2012,295,0,292.65,77.0,6.0,1014.0
469,2012,295,100,290.71,77.0,8.0,1014.0
470,2012,295,200,289.2,82.0,6.0,1014.0
471,2012,295,300,288.25,87.0,8.0,1014.0
472,2012,295,400,287.72,87.0,6.0,1014.0
473,2012,295,500,287.14,82.0,7.0,1014.0
474,2012,295,600,287.07625,82.0,7.0,1013.0
475,2012,295,700,287.0125,82.0,6.0,1013.0
476,2012,295,800,286.94875,82.0,5.0,1013.0
477,2012,295,900,286.885,82.0,4.0,1013.0
478,2012,295,1000,286.82125,82.0,4.0,1013.0
479,2012,295,1100,286.7575,82.0,3.0,1013.0
480,2012,295,1200,286.69375,82.0,2.0,1013.0
481,2012,295,1300,286.63,82.0,2.0,1013.0
482,2012,295,1400,287.331111111,79.0,3.0,1012.0
483,2012,295,1500,288.03222222200003,76.0,3.0,1012.0
484,2012,295,1600,288.733333333,74.0,4.0,1012.0
485,2012,295,1700,289.434444444,71.0,5.0,1012.0
486,2012,295,1800,290.135555556,69.0,6.0,1011.0
487,2012,295,1900,290.83666666700003,66.0,7.0,1011.0
488,2012,295,2000,291.537777778,64.0,8.0,1011.0
489,2012,295,2100,292.238888889,61.0,9.0,1011.0
490,2012,295,2200,292.94,59.0,10.0,1011.0
491,2012,295,2300,292.27,59.0,10.0,1010.0
492,2012,296,0,290.8075,61.0,9.0,1010.0
493,2012,296,100,289.345,63.0,9.0,1010.0
494,2012,296,200,287.8825,65.0,8.0,1010.0
495,2012,296,300,286.42,67.0,7.0,1010.0
496,2012,296,400,286.07,62.0,4.0,1011.0
497,2012,296,500,285.67,71.0,5.0,1011.0
498,2012,296,600,285.56,71.0,7.0,1011.0
499,2012,296,700,285.29,66.0,9.0,1011.0
500,2012,296,800,284.72,71.0,5.0,1011.0
501,2012,296,900,284.2,71.0,4.0,1012.0
502,2012,296,1000,284.15,71.0,4.0,1012.0
503,2012,296,1100,284.04,66.0,4.0,1011.0
504,2012,296,1200,283.805,64.0,3.0,1011.0
505,2012,296,1300,283.57,63.0,2.0,1012.0
506,2012,296,1400,283.335,61.0,2.0,1012.0
507,2012,296,1500,283.1,60.0,1.0,1013.0
508,2012,296,1600,286.02,62.0,5.0,1014.0
509,2012,296,1700,286.95,58.0,9.0,1014.0
510,2012,296,1800,288.57,54.0,8.0,1014.0
511,2012,296,1900,289.83,48.0,9.0,1014.0
512,2012,296,2000,290.72,55.0,8.0,1014.0
513,2012,296,2100,290.57,51.0,8.0,1013.0
514,2012,296,2200,290.28,51.0,8.0,1013.0
515,2012,296,2300,290.46,51.0,6.0,1013.0
516,2012,297,0,289.57,51.0,7.0,1013.0
517,2012,297,100,287.8,58.0,6.0,1013.0
518,2012,297,200,286.19,66.0,2.0,1013.0
519,2012,297,300,285.87,67.0,2.0,1012.0
