,year,doy,hourmin,San Francisco,Los Angeles,San Diego
6924,2013,198,0,294.24,301.14,297.73
6925,2013,198,100,291.9,299.88,297.51
6926,2013,198,200,290.44,299.17,296.92
6927,2013,198,300,288.92,296.69,294.94
6928,2013,198,400,287.37,294.93,293.08
6929,2013,198,500,287.13,293.16,292.37
6930,2013,198,600,286.94,291.6,292.21
6931,2013,198,700,286.97,290.8,291.84
6932,2013,198,800,286.92,290.41,291.49
6933,2013,198,900,287.58,289.64,291.33
6934,2013,198,1000,287.02,288.94,291.07
6935,2013,198,1100,286.96,288.63,290.56
6936,2013,198,1200,286.63,288.07,290.46
6937,2013,198,1300,286.72,288.09,290.37
6938,2013,198,1400,286.74,289.31,290.8
6939,2013,198,1500,288.4,292.65,292.15
6940,2013,198,1600,287.68,294.73,294.73
6941,2013,198,1700,289.1,297.37,297.03
6942,2013,198,1800,289.59,298.5,297.98
6943,2013,198,1900,290.08,299.22,299.0
6944,2013,198,2000,291.34,300.06,298.85
6945,2013,198,2100,291.92,301.22,298.88
6946,2013,198,2200,293.17,301.67,298.11
6947,2013,198,2300,292.21,300.38,296.26
6948,2013,199,0,291.795,299.96,296.74
6949,2013,199,100,291.38,299.54,297.22
6950,2013,199,200,290.49,298.29,295.28
6951,2013,199,300,289.35,296.41,293.02
6952,2013,199,400,288.88,294.64,291.8
6953,2013,199,500,288.56,294.01,290.84
6954,2013,199,600,288.35,291.78,290.18
6955,2013,199,700,288.2,291.03,289.52
6956,2013,199,800,288.1,290.42,289.09
6957,2013,199,900,287.95,289.93,289.08
6958,2013,199,1000,288.29,289.35,288.99
6959,2013,199,1100,287.81,289.04,288.67
6960,2013,199,1200,287.55,288.67,288.72
6961,2013,199,1300,287.59,288.67,288.46
6962,2013,199,1400,287.34,290.24,289.05
6963,2013,199,1500,287.72,292.64,292.26
6964,2013,199,1600,289.94,296.74,294.03
6965,2013,199,1700,290.29,299.01,296.44
6966,2013,199,1800,292.51,299.69,298.205
6967,2013,199,1900,294.73,300.37,299.97
6968,2013,199,2000,296.0,301.62,299.63
6969,2013,199,2100,296.82,302.27,299.42
6970,2013,199,2200,297.22,301.89,299.37
6971,2013,199,2300,297.12,301.06,299.42
6972,2013,200,0,296.63,300.79,298.63
6973,2013,200,100,295.21,300.41,297.41
6974,2013,200,200,293.89,299.58,295.88
6975,2013,200,300,291.76,297.33,294.41
6976,2013,200,400,289.15,295.75,292.91
6977,2013,200,500,288.05,293.78,292.24
6978,2013,200,600,287.27,292.75,291.63
6979,2013,200,700,286.8,291.91,291.43
6980,2013,200,800,286.31,291.08,292.13
6981,2013,200,900,286.08,290.41,291.06
6982,2013,200,1000,285.33799999999997,289.765,290.445
6983,2013,200,1100,285.73,289.12,289.83
6984,2013,200,1200,285.72,288.79,290.06
6985,2013,200,1300,285.49,288.41,290.19
6986,2013,200,1400,285.67,289.36,290.37
6987,2013,200,1500,286.93,293.04,291.76
6988,2013,200,1600,289.02,295.38,293.03
6989,2013,200,1700,291.7,296.97,295.56
6990,2013,200,1800,294.32,297.97,297.36
6991,2013,200,1900,295.9,299.58,298.56
6992,2013,200,2000,297.79,299.74,298.27
6993,2013,200,2100,298.71,300.64,297.97
6994,2013,200,2200,299.41,300.54,297.49
6995,2013,200,2300,299.23,301.09,297.51
6996,2013,201,0,298.88,301.8,296.86
6997,2013,201,100,297.55,300.96,295.77
6998,2013,201,200,295.18,298.73,294.66
6999,2013,201,300,291.56,296.23,293.0
7000,2013,201,400,290.03,293.57,291.91
7001,2013,201,500,288.07,292.4,291.68
7002,2013,201,600,287.66,291.95,290.87
7003,2013,201,700,287.23,292.01,290.93
7004,2013,201,800,286.76,291.11,290.45
7005,2013,201,900,286.45,291.33,290.27
7006,2013,201,1000,286.08,290.28,290.11
7007,2013,201,1100,286.02,290.92,290.15
7008,2013,201,1200,285.85,289.56,290.03
7009,2013,201,1300,285.76,289.94,289.76
7010,2013,201,1400,286.19,290.34,289.92
7011,2013,201,1500,287.39,292.45,290.99
7012,2013,201,1600,289.45,295.9,293.01
7013,2013,201,1700,290.81,296.47,294.5
7014,2013,201,1800,293.78,298.9,295.32
7015,2013,201,1900,296.27,298.72,294.8
7016,2013,201,2000,298.48,299.76,294.4
7017,2013,201,2100,298.98,300.53,295.42
7018,2013,201,2200,299.57,299.8,296.05
7019,2013,201,2300,299.66,299.27,296.37
7020,2013,202,0,299.14,298.53,295.25
7021,2013,202,100,297.84,297.6,293.94
7022,2013,202,200,295.46,295.89,292.4
7023,2013,202,300,293.08,294.18,290.86
7024,2013,202,400,291.14,293.15,290.08
7025,2013,202,500,289.39,293.36,289.77
7026,2013,202,600,288.57,292.01,289.67
7027,2013,202,700,287.24,291.72,289.48
7028,2013,202,800,286.89,291.27,289.5
7029,2013,202,900,286.45,290.76,289.19
7030,2013,202,1000,286.14,290.59,288.92
7031,2013,202,1100,285.96,290.24,289.05
7032,2013,202,1200,285.6,290.22,288.76
7033,2013,202,1300,285.55,290.33,289.38
7034,2013,202,1400,285.89,290.68,289.02
7035,2013,202,1500,286.71,291.27,289.57
7036,2013,202,1600,288.37,292.62,290.4
7037,2013,202,1700,290.44,294.63,291.62
7038,2013,202,1800,293.38,296.59,293.13
7039,2013,202,1900,294.58,298.3,293.82
7040,2013,202,2000,296.73,298.26,294.65
7041,2013,202,2100,298.13,298.28,293.65
7042,2013,202,2200,298.74,296.71,294.44
7043,2013,202,2300,298.84,295.65,294.91
7044,2013,203,0,297.78,295.18,295.03
7045,2013,203,100,295.52,293.79,294.66
7046,2013,203,200,295.09,292.79,292.53
7047,2013,203,300,292.67,292.1,291.17
7048,2013,203,400,291.33,292.12,290.93
7049,2013,203,500,290.39,292.06,290.65
7050,2013,203,600,289.66,291.81,290.51
7051,2013,203,700,287.85,292.07,290.3
7052,2013,203,800,287.1,291.58,290.32
7053,2013,203,900,286.87,292.03,289.92
7054,2013,203,1000,286.31,292.01,290.09
7055,2013,203,1100,286.23,291.86,290.02
7056,2013,203,1200,286.33,291.75,289.88
7057,2013,203,1300,286.27,292.05,289.97
7058,2013,203,1400,286.38,292.13,290.19
7059,2013,203,1500,287.51,292.61,290.68
7060,2013,203,1600,289.87,293.99,290.64
7061,2013,203,1700,292.2,294.37,292.29
7062,2013,203,1800,293.98,294.85,294.22
7063,2013,203,1900,295.71,294.46,295.39
7064,2013,203,2000,297.22,295.61,295.02
7065,2013,203,2100,297.48,295.34,293.85
7066,2013,203,2200,298.34,295.1,294.32
7067,2013,203,2300,298.66,294.58,293.76
7068,2013,204,0,297.99,294.3,292.59
7069,2013,204,100,296.77,293.96,292.87
7070,2013,204,200,295.39,293.25,291.24
7071,2013,204,300,293.726666667,293.16333333299997,290.953333333
7072,2013,204,400,290.441,295.13599999999997,292.631
7073,2013,204,500,290.4,292.99,290.38
7074,2013,204,600,289.37,292.85,290.57
7075,2013,204,700,288.32,292.9,290.55
7076,2013,204,800,287.9,292.87,290.64
7077,2013,204,900,287.56,292.38,290.23
7078,2013,204,1000,287.47,291.84,290.23
7079,2013,204,1100,287.5,292.13,290.33
7080,2013,204,1200,287.16,291.87,290.27
7081,2013,204,1300,287.23,291.6,290.45
7082,2013,204,1400,287.93,291.86,290.69
7083,2013,204,1500,288.65,292.93,292.5
7084,2013,204,1600,290.29,295.3,294.67
7085,2013,204,1700,292.87,296.33,297.23
7086,2013,204,1800,294.56,297.51,298.72
7087,2013,204,1900,295.88,299.16,298.22
7088,2013,204,2000,297.52,299.52,297.52
7089,2013,204,2100,297.35,299.835,297.95
7090,2013,204,2200,297.18,300.15,298.38
7091,2013,204,2300,296.61,299.82,297.13
7092,2013,205,0,294.8,298.85,296.77
7093,2013,205,100,294.1,298.73,295.23
7094,2013,205,200,293.53,296.51,294.15
7095,2013,205,300,292.85,294.87,292.66
7096,2013,205,400,292.42,294.09,292.14
7097,2013,205,500,291.8,293.59,291.58
7098,2013,205,600,291.21,292.88,291.39
7099,2013,205,700,288.992,291.97,290.69
7100,2013,205,800,290.02,291.06,291.01
7101,2013,205,900,290.095,290.955,291.33
7102,2013,205,1000,290.17,290.85,291.245
7103,2013,205,1100,288.0935,290.86,291.16
7104,2013,205,1200,290.2,290.87,291.365
7105,2013,205,1300,289.47,290.87,291.57
7106,2013,205,1400,288.9,291.43,292.095
7107,2013,205,1500,290.05,292.63,292.62
7108,2013,205,1600,292.79,293.2,294.31
7109,2013,205,1700,296.28,294.33,297.0
7110,2013,205,1800,296.59,297.0,297.185
7111,2013,205,1900,298.35,298.39,297.37
7112,2013,205,2000,298.0,299.43,297.99
7113,2013,205,2100,297.71,300.09,298.15
7114,2013,205,2200,296.94,300.11,297.82
7115,2013,205,2300,296.42,299.45,296.43
7116,2013,206,0,296.41,298.49,295.52
7117,2013,206,100,295.44,297.63,295.41
7118,2013,206,200,295.47,295.83,294.26
7119,2013,206,300,295.07,294.46,293.09
7120,2013,206,400,292.37,293.27,292.52
7121,2013,206,500,291.45,292.66,292.23
7122,2013,206,600,291.12,292.37,291.35
7123,2013,206,700,290.53,291.37,291.19
7124,2013,206,800,289.9,291.49,291.17
7125,2013,206,900,289.49,291.15,290.88
7126,2013,206,1000,289.4,290.52,291.32
7127,2013,206,1100,288.48,290.04,291.13
7128,2013,206,1200,288.32,289.68,290.82
7129,2013,206,1300,288.2,290.06,290.42
7130,2013,206,1400,288.49,290.0,290.93
7131,2013,206,1500,290.8,291.78,292.35
7132,2013,206,1600,293.0,293.27,293.76
7133,2013,206,1700,295.03,294.73,294.65
7134,2013,206,1800,297.48,295.89,295.61
7135,2013,206,1900,299.18,298.32,296.19
7136,2013,206,2000,301.23,299.54,296.73
7137,2013,206,2100,300.79,299.92,296.94
7138,2013,206,2200,301.84,299.58,296.75
7139,2013,206,2300,301.74,298.38,296.03
7140,2013,207,0,301.15,297.76,295.08
7141,2013,207,100,300.22,297.07,294.42
7142,2013,207,200,298.65,295.05,293.47
7143,2013,207,300,296.19,292.09,292.36
7144,2013,207,400,294.23,292.06,291.49
7145,2013,207,500,293.03,291.7,291.1
7146,2013,207,600,292.09,290.97,290.76
7147,2013,207,700,290.9,290.62,290.63
7148,2013,207,800,290.01,290.23,290.72
7149,2013,207,900,289.4,290.07,290.51
7150,2013,207,1000,289.0,290.23,290.09
7151,2013,207,1100,288.49,290.11,290.08
7152,2013,207,1200,288.55,289.39,289.65
7153,2013,207,1300,288.1,289.95,289.55
7154,2013,207,1400,287.74,290.32,290.07
7155,2013,207,1500,289.8,291.43,290.61
7156,2013,207,1600,290.04,292.943333333,293.633333333
7157,2013,207,1700,292.905,294.45666666700004,294.641666667
7158,2013,207,1800,295.77,295.97,295.65
7159,2013,207,1900,297.77,297.81,296.85
7160,2013,207,2000,300.49,299.21,297.13
7161,2013,207,2100,301.25,298.89,297.49
7162,2013,207,2200,299.38,299.53,297.78
7163,2013,207,2300,300.0,299.77,296.3
7164,2013,208,0,299.13,298.93,295.64
7165,2013,208,100,296.99,297.01,295.4
7166,2013,208,200,294.91,295.61,293.71
7167,2013,208,300,292.72,294.27,292.5
7168,2013,208,400,291.03,292.88,291.82
7169,2013,208,500,289.97,292.2,291.46
7170,2013,208,600,289.43,291.98,291.03
7171,2013,208,700,289.11,291.93,291.05
7172,2013,208,800,288.7,292.06,291.16
7173,2013,208,900,288.7,291.41,291.15
7174,2013,208,1000,288.22,291.6,290.87
7175,2013,208,1100,287.62,291.65,290.83
7176,2013,208,1200,287.33,290.91,290.98
7177,2013,208,1300,286.76,290.39,291.33
7178,2013,208,1400,286.87,290.79,290.96
7179,2013,208,1500,287.64,292.6,291.59
7180,2013,208,1600,289.74,293.41,292.67
7181,2013,208,1700,290.74,294.49,294.17
7182,2013,208,1800,294.43,295.26,296.44
7183,2013,208,1900,297.05,296.54,295.93
7184,2013,208,2000,298.2,296.89,296.27
7185,2013,208,2100,299.72,297.18,296.55
7186,2013,208,2200,301.2,298.89,297.19
7187,2013,208,2300,298.57,300.19,296.81
7188,2013,209,0,298.63,299.75,295.63
7189,2013,209,100,296.59,299.48,294.75
7190,2013,209,200,293.98,298.18,294.23
7191,2013,209,300,292.46,295.69,293.58
7192,2013,209,400,291.08,293.97,293.17
7193,2013,209,500,289.81,293.38,292.72
7194,2013,209,600,288.49,292.76,291.86
7195,2013,209,700,288.08,292.14,291.28
7196,2013,209,800,287.9,291.83,290.93
7197,2013,209,900,287.61,291.76,290.8
7198,2013,209,1000,287.91,291.09,291.13
7199,2013,209,1100,286.88,291.09,290.67
7200,2013,209,1200,286.77,290.85,290.57
7201,2013,209,1300,286.71,289.8,290.45
7202,2013,209,1400,286.9,290.71,290.46
7203,2013,209,1500,288.1,291.94,291.16
7204,2013,209,1600,289.43,293.8,292.41
7205,2013,209,1700,290.53,295.65,294.17
7206,2013,209,1800,293.12,296.98,294.25
7207,2013,209,1900,293.59,297.22,295.02
7208,2013,209,2000,295.18,298.45,295.36
7209,2013,209,2100,296.14,299.83,295.68
7210,2013,209,2200,296.8,298.9,296.01
7211,2013,209,2300,296.73,298.32,296.47
7212,2013,210,0,296.34,298.92,295.3
7213,2013,210,100,295.17,297.63,293.78
7214,2013,210,200,293.31,295.52,292.82
7215,2013,210,300,290.98,293.9,291.68
7216,2013,210,400,288.8,292.14,290.29
7217,2013,210,500,288.21,291.2,290.07
7218,2013,210,600,287.87,291.27,289.52
7219,2013,210,700,287.31,291.45,289.14
7220,2013,210,800,287.06,289.77,289.14
7221,2013,210,900,287.0,289.65,289.44
7222,2013,210,1000,287.06,289.36,288.89
7223,2013,210,1100,286.98,289.66,288.75
7224,2013,210,1200,286.82,289.32,288.57
7225,2013,210,1300,286.48,289.15,288.73
7226,2013,210,1400,286.64,289.73,289.17
7227,2013,210,1500,288.59,290.16,290.1
7228,2013,210,1600,288.111,290.855,291.3
7229,2013,210,1700,289.81,291.55,292.5
7230,2013,210,1800,291.66,292.94,294.3
7231,2013,210,1900,292.82,294.94,296.11
7232,2013,210,2000,293.71,296.15,297.02
7233,2013,210,2100,294.43,296.4,296.47
7234,2013,210,2200,294.0,296.34,296.03
7235,2013,210,2300,294.2,295.95,295.0
7236,2013,211,0,293.63,295.25,294.87
7237,2013,211,100,292.38,294.12,293.41
7238,2013,211,200,289.98,293.36,292.21
7239,2013,211,300,288.68,291.33,290.86
7240,2013,211,400,287.12,290.34,289.12
7241,2013,211,500,286.94,289.31,289.125
7242,2013,211,600,286.73,289.68,289.13
7243,2013,211,700,286.57,289.09,288.53
7244,2013,211,800,286.69,289.56,289.09
7245,2013,211,900,286.65,289.38,288.62
7246,2013,211,1000,286.64,290.05,288.38
7247,2013,211,1100,286.68,289.73,288.51
7248,2013,211,1200,286.48,289.3,288.38
7249,2013,211,1300,286.77,289.62,288.48
7250,2013,211,1400,286.86,289.59,289.11
7251,2013,211,1500,287.13,291.38,289.06
7252,2013,211,1600,288.56,293.13,290.3
7253,2013,211,1700,289.46,293.59,292.52
7254,2013,211,1800,291.58,295.23,295.06
7255,2013,211,1900,292.875,297.096,295.525
7256,2013,211,2000,294.17,296.9,295.99
7257,2013,211,2100,294.03,297.38,296.0
7258,2013,211,2200,294.04,297.94,296.18
7259,2013,211,2300,293.58,297.76,295.72
7260,2013,212,0,292.77,297.5,295.46
7261,2013,212,100,291.43,296.52,294.37
7262,2013,212,200,289.82,295.13,292.73
7263,2013,212,300,288.36,292.52,290.86
7264,2013,212,400,287.97,291.08,289.94
7265,2013,212,500,287.76,291.03,289.28
7266,2013,212,600,287.36,290.48,289.58
7267,2013,212,700,287.02,290.23,289.06
7268,2013,212,800,286.92,288.711,288.976
7269,2013,212,900,286.82,288.87,287.9
7270,2013,212,1000,286.96,289.16,287.87
7271,2013,212,1100,287.09,288.95,288.12
7272,2013,212,1200,286.94,288.22,287.82
7273,2013,212,1300,286.7,287.95,288.09
7274,2013,212,1400,286.54,289.29,288.78
7275,2013,212,1500,287.2,289.71,290.02
7276,2013,212,1600,288.55,290.8,292.0
7277,2013,212,1700,289.82,292.46,293.94
7278,2013,212,1800,291.38,294.99,295.02
7279,2013,212,1900,294.61,295.26,295.98
7280,2013,212,2000,296.66,296.75,296.61
7281,2013,212,2100,296.47,297.93,296.32
7282,2013,212,2200,296.92,298.08,296.12
7283,2013,212,2300,296.09,298.17,295.91
7284,2013,213,0,294.9,297.09,295.5
7285,2013,213,100,293.87,295.97,293.86
7286,2013,213,200,292.02,293.96,292.35
7287,2013,213,300,290.54,292.71,290.96
7288,2013,213,400,287.82,291.52,290.55
7289,2013,213,500,287.84,290.77,289.74
7290,2013,213,600,287.56,289.88,289.74
7291,2013,213,700,287.13,289.07,289.64
7292,2013,213,800,286.58,288.67,289.63
7293,2013,213,900,286.32,289.02,288.58
7294,2013,213,1000,286.05,288.44,288.4
7295,2013,213,1100,286.19,288.04,289.06
7296,2013,213,1200,285.96,288.67,289.2
7297,2013,213,1300,286.03,288.07,288.83
7298,2013,213,1400,286.13,288.38,288.75
7299,2013,213,1500,286.79,289.29,289.83
7300,2013,213,1600,289.15,290.0,290.02
7301,2013,213,1700,290.31,290.93,291.62
7302,2013,213,1800,292.07,292.51,293.24
7303,2013,213,1900,293.7,293.84,294.47
7304,2013,213,2000,294.93,295.95,294.85
7305,2013,213,2100,295.75,295.86,294.84
7306,2013,213,2200,296.64,295.73,294.24
7307,2013,213,2300,294.81,295.76,294.505
7308,2013,214,0,293.86,295.4,294.77
7309,2013,214,100,292.14,295.55,292.92
7310,2013,214,200,292.74,292.69,291.07
7311,2013,214,300,292.2,291.91,289.885
7312,2013,214,400,289.01,289.83,288.7
7313,2013,214,500,288.07,289.64,288.93
7314,2013,214,600,287.58,288.8,288.96
7315,2013,214,700,287.38,288.48,289.25
7316,2013,214,800,287.23,287.91,289.0
7317,2013,214,900,286.93,288.24,288.23
7318,2013,214,1000,286.71,288.29,288.4
7319,2013,214,1100,286.56,288.3,288.4
7320,2013,214,1200,286.46,288.74,288.23
7321,2013,214,1300,286.21,288.26,288.23
7322,2013,214,1400,286.5,288.34,288.4
7323,2013,214,1500,287.46,288.96,289.13
7324,2013,214,1600,289.44,289.85,290.55
7325,2013,214,1700,290.19,291.45,292.6
7326,2013,214,1800,293.09,292.63,294.08
7327,2013,214,1900,293.78,294.1,295.57
7328,2013,214,2000,294.96,295.37,296.46
7329,2013,214,2100,295.69,297.62,297.08
7330,2013,214,2200,295.78,297.52,296.63
7331,2013,214,2300,295.56,297.53,296.3
7332,2013,215,0,295.16,296.71,295.66
7333,2013,215,100,293.97,295.6,294.09
7334,2013,215,200,292.13,293.76,293.23
7335,2013,215,300,290.51,291.59,292.1
7336,2013,215,400,288.86,290.75,289.77
7337,2013,215,500,287.99,290.95,289.37
7338,2013,215,600,287.75,290.03,289.41
7339,2013,215,700,287.33,289.54,289.38
7340,2013,215,800,287.21,289.2,288.96
7341,2013,215,900,286.79,289.0,289.49
7342,2013,215,1000,285.8,288.4,289.29
7343,2013,215,1100,284.7405,286.8655,286.2105
7344,2013,215,1200,285.89,288.95,288.91
7345,2013,215,1300,285.82,288.7,288.75
7346,2013,215,1400,286.455,289.0145,289.305
7347,2013,215,1500,287.09,289.86,289.86
7348,2013,215,1600,288.78,291.21,291.99
7349,2013,215,1700,291.98,292.43,294.75
7350,2013,215,1800,294.27,294.88,296.91
7351,2013,215,1900,296.04,296.27,298.36
7352,2013,215,2000,297.12,296.91,297.15
7353,2013,215,2100,297.93,298.16,297.19
7354,2013,215,2200,297.96,298.62,297.02
7355,2013,215,2300,297.79,298.63,296.74
7356,2013,216,0,296.79,298.36,295.34
7357,2013,216,100,295.13,296.76,294.52
7358,2013,216,200,293.13,294.89,293.36
7359,2013,216,300,291.11,292.77,290.72
7360,2013,216,400,289.3,291.65,289.54
7361,2013,216,500,287.72,290.98,289.7
7362,2013,216,600,287.1,290.72,289.34
7363,2013,216,700,286.74,290.5,289.34
7364,2013,216,800,286.7,290.26,289.29
7365,2013,216,900,286.51,289.33,289.22
7366,2013,216,1000,286.4,289.33,288.93
7367,2013,216,1100,286.26,289.99,288.93
7368,2013,216,1200,286.26,289.8,288.68
7369,2013,216,1300,286.09,289.71,288.96
7370,2013,216,1400,286.19,289.75,288.83
7371,2013,216,1500,286.73,290.52,289.42
7372,2013,216,1600,287.99,291.45,291.04
7373,2013,216,1700,290.11,293.13,293.22
7374,2013,216,1800,291.91,295.67,294.73
7375,2013,216,1900,292.78,296.17,296.29
7376,2013,216,2000,294.52,297.84,296.43
7377,2013,216,2100,295.75,298.9,296.45
7378,2013,216,2200,295.92,299.36,296.84
7379,2013,216,2300,296.43,298.26,295.88
7380,2013,217,0,296.25,297.94,294.97
7381,2013,217,100,293.95,296.45,293.9
7382,2013,217,200,292.46,294.46,292.08
7383,2013,217,300,291.71,291.51,290.42
7384,2013,217,400,289.33,290.62,289.21
7385,2013,217,500,287.15,290.425,288.92
7386,2013,217,600,287.42,290.23,288.63
7387,2013,217,700,286.74,289.74,288.0
7388,2013,217,800,286.31,289.11,288.83
7389,2013,217,900,286.17,289.51,288.49
7390,2013,217,1000,286.01,288.68,288.68
7391,2013,217,1100,286.0,288.53,288.39
7392,2013,217,1200,286.05,288.42,288.12
7393,2013,217,1300,286.02,289.24,288.0
7394,2013,217,1400,286.1,288.64,288.25
7395,2013,217,1500,286.21,289.87,289.32
7396,2013,217,1600,287.08,290.01,290.19
7397,2013,217,1700,288.57,292.18,291.61
7398,2013,217,1800,289.8,294.78,293.62
7399,2013,217,1900,291.07,296.09,295.12
7400,2013,217,2000,293.43,297.37,295.65
7401,2013,217,2100,294.74,298.58,296.01
7402,2013,217,2200,295.84,299.55,295.96
7403,2013,217,2300,295.9,298.65,295.39
7404,2013,218,0,294.77,298.89,294.69
7405,2013,218,100,293.04,297.32,293.93
7406,2013,218,200,290.59,296.22,293.78
7407,2013,218,300,289.32,293.34,291.51
7408,2013,218,400,287.44,291.04,290.58
7409,2013,218,500,287.2,290.82,290.2
7410,2013,218,600,286.95,289.65,290.0
7411,2013,218,700,287.01,289.22,290.17
7412,2013,218,800,287.11,288.48,289.35
7413,2013,218,900,286.89,287.96,289.29
7414,2013,218,1000,286.88,288.27,289.09
7415,2013,218,1100,286.72,288.02,288.85
7416,2013,218,1200,286.61,287.77,288.81
7417,2013,218,1300,286.4,287.22,288.69
7418,2013,218,1400,286.48,288.27,289.17
7419,2013,218,1500,286.57,288.84,290.0
7420,2013,218,1600,287.26,289.88,291.09
7421,2013,218,1700,288.45,291.94,292.44
7422,2013,218,1800,289.76,294.54,295.39
7423,2013,218,1900,292.88,297.14,296.79
7424,2013,218,2000,293.77,298.34,296.79
7425,2013,218,2100,295.47,298.87,296.87
7426,2013,218,2200,295.83,299.15,296.89
7427,2013,218,2300,295.23,299.83,296.64
7428,2013,219,0,293.32,299.45,296.09
7429,2013,219,100,293.23,298.14,294.49
7430,2013,219,200,292.08,296.65,292.99
7431,2013,219,300,289.69,293.17,290.83
7432,2013,219,400,286.67,291.3,290.91
7433,2013,219,500,286.04,290.4,289.42
7434,2013,219,600,286.075,290.24,289.24
7435,2013,219,700,286.11,289.84,289.06
7436,2013,219,800,285.96,289.21,289.07
7437,2013,219,900,286.2,288.59,288.77
7438,2013,219,1000,286.11,288.37,288.68
7439,2013,219,1100,286.3695,286.1745,285.7545
7440,2013,219,1200,286.2,288.51,288.39
7441,2013,219,1300,286.19,288.54,288.25
7442,2013,219,1400,286.19,288.76,288.26
7443,2013,219,1500,286.47,289.83,288.81
7444,2013,219,1600,287.230666667,291.954,291.190666667
7445,2013,219,1700,287.991333333,294.078,293.571333333
7446,2013,219,1800,290.2575,294.8175,294.4275
7447,2013,219,1900,291.52,296.48,296.3
7448,2013,219,2000,293.57,297.33,296.7
7449,2013,219,2100,294.52,298.0,296.58
7450,2013,219,2200,290.157666667,297.94,295.766666667
7451,2013,219,2300,290.033333333,297.88,294.953333333
7452,2013,220,0,293.4,297.82,294.14
7453,2013,220,100,291.16,296.6,294.34
7454,2013,220,200,290.5,294.25,292.67
7455,2013,220,300,289.5415,292.629,291.84
7456,2013,220,400,288.277333333,291.844,291.605333333
7457,2013,220,500,287.471666667,289.805,290.477666667
7458,2013,220,600,288.42,290.25,289.35
7459,2013,220,700,288.23,289.92,288.6
7460,2013,220,800,288.06,288.8,289.12
7461,2013,220,900,287.78,288.82,288.33
7462,2013,220,1000,287.62,288.3,288.86
7463,2013,220,1100,287.08,288.33,289.27
7464,2013,220,1200,287.14,287.99,288.29
7465,2013,220,1300,287.08,287.97,288.31
7466,2013,220,1400,287.29,287.8,288.71
7467,2013,220,1500,287.64,288.95,289.25
7468,2013,220,1600,288.31,290.68,290.3
7469,2013,220,1700,289.34,291.98,291.48
7470,2013,220,1800,290.26,293.63,294.65
7471,2013,220,1900,291.64,296.02,295.81
7472,2013,220,2000,292.96,297.82,296.88
7473,2013,220,2100,293.43,298.51,297.21
7474,2013,220,2200,293.6,298.75,296.97
7475,2013,220,2300,293.65,298.66,295.99
7476,2013,221,0,293.23,298.17,296.14
7477,2013,221,100,292.26,295.84,294.82
7478,2013,221,200,291.31,294.13,293.21
7479,2013,221,300,289.81,292.16,291.37
7480,2013,221,400,288.05033333299997,292.12,290.05033333299997
7481,2013,221,500,286.290666667,290.98,287.940666667
7482,2013,221,600,288.55,289.84,289.69
7483,2013,221,700,288.38,289.23,289.46
7484,2013,221,800,288.23,288.88,289.67
7485,2013,221,900,288.05,288.34,289.67
7486,2013,221,1000,288.28,288.28,289.15
7487,2013,221,1100,290.9,287.55,285.65
7488,2013,221,1200,289.51,289.18,289.15
7489,2013,221,1300,289.74,288.57,285.65
7490,2013,221,1400,290.62,288.3,289.15
7491,2013,221,1500,291.5,290.32,291.15
7492,2013,221,1600,291.42,291.89,292.34
7493,2013,221,1700,292.11,293.26,295.1
7494,2013,221,1800,292.89,294.55,296.15
7495,2013,221,1900,295.85,299.25,296.15
7496,2013,221,2000,296.28,300.65,295.15
7497,2013,221,2100,299.55,301.85,296.15
7498,2013,221,2200,292.81,302.05,295.65
7499,2013,221,2300,293.05,301.35,295.15
7500,2013,222,0,292.33,300.65,292.15
7501,2013,222,100,291.55,299.45,292.15
7502,2013,222,200,290.17,295.38,291.395
7503,2013,222,300,290.34,292.43,290.15
7504,2013,222,400,290.12,289.72,290.36
7505,2013,222,500,288.97,291.06,290.08
7506,2013,222,600,288.3,289.95,289.427
7507,2013,222,700,288.76,289.55,288.774
7508,2013,222,800,286.72,288.47,289.8
7509,2013,222,900,286.51,288.56,289.23
7510,2013,222,1000,286.65,287.97,289.06
7511,2013,222,1100,285.9785,285.3885,289.075
7512,2013,222,1200,286.72,287.64,289.09
7513,2013,222,1300,286.87,287.91,288.45
7514,2013,222,1400,286.64,288.01,288.73
7515,2013,222,1500,287.0,288.76,289.81
7516,2013,222,1600,287.62,291.07,290.25
7517,2013,222,1700,289.3,292.44,291.72
7518,2013,222,1800,290.36,293.83,293.77
7519,2013,222,1900,290.96,295.36,294.3
7520,2013,222,2000,292.86,296.76,294.72
7521,2013,222,2100,294.68,297.07,293.84
7522,2013,222,2200,295.12,297.39,294.69
7523,2013,222,2300,295.31,296.55,294.16
7524,2013,223,0,294.72,296.43,292.99
7525,2013,223,100,293.55,295.39,292.36
7526,2013,223,200,292.27,293.44,290.48
7527,2013,223,300,289.28,291.79,289.14
7528,2013,223,400,288.41,290.3,287.4
7529,2013,223,500,287.82,290.17,287.1
7530,2013,223,600,287.87,290.03,286.27
7531,2013,223,700,287.55,288.68,288.08
7532,2013,223,800,287.44,288.8,286.02
7533,2013,223,900,287.3,288.48,287.05
7534,2013,223,1000,287.31,288.67,286.88
7535,2013,223,1100,287.39,288.28,283.51
7536,2013,223,1200,287.435,288.3,285.885
7537,2013,223,1300,287.48,288.32,288.26
7538,2013,223,1400,287.53,288.59,283.45
