,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
339,2015,123,1300,284.06,92.0,1024.0,0.0,F
340,2014,138,1700,292.19,100.0,1022.0,1.0,F
341,2015,4,300,278.37,62.0,1037.0,1.0,F
342,2015,362,500,274.95,68.0,1027.0,1.0,F
343,2017,220,1200,293.04,78.0,1013.0,1.0,F
344,2014,231,1000,287.33,87.0,1024.0,0.0,F
345,2015,31,400,283.54,88.0,1025.0,1.0,F
346,2014,43,1900,297.51,40.0,1020.0,3.0,F
347,2014,198,1700,296.07,56.0,1018.0,3.0,F
348,2017,209,1000,293.21,88.0,1013.0,0.0,F
349,2014,223,200,297.79,56.0,1026.0,1.0,F
350,2017,281,300,295.57,69.0,1008.0,1.0,F
351,2016,366,0,288.41,71.0,1016.0,3.0,F
352,2014,190,300,294.15,83.0,1013.0,1.0,F
353,2012,290,700,292.97,56.0,1014.0,0.0,F
354,2014,101,2300,296.02,60.0,1013.0,3.0,F
355,2016,155,400,291.11,88.0,1015.0,2.0,F
356,2012,290,1000,291.53,60.0,1013.0,0.0,F
357,2015,185,1400,292.03,77.0,1013.0,2.0,F
358,2014,141,1800,292.9,52.0,1017.0,3.0,F
359,2015,322,600,285.06,66.0,1020.0,1.0,T
360,2014,160,700,289.87,100.0,1020.0,3.0,F
361,2015,332,1200,282.15,100.0,1018.0,1.0,F
362,2013,223,1000,286.88,94.0,1014.0,1.0,F
363,2014,196,2100,294.93,68.0,1018.0,3.0,F
364,2015,137,2000,292.51,69.0,1028.0,2.0,F
365,2015,155,1900,291.17,78.0,1025.0,2.0,F
366,2015,268,600,295.4,88.0,1012.0,1.0,F
367,2015,108,2100,297.17,27.0,1028.0,2.0,F
368,2017,48,1100,281.2,94.0,978.0,1.0,F
369,2017,98,1300,287.15,72.0,1017.0,2.0,F
370,2014,236,500,288.24,65.0,1024.0,1.0,F
371,2015,251,2100,305.54,43.0,1009.0,4.0,F
372,2017,45,1800,290.45,63.0,985.0,1.0,F
373,2017,176,1500,291.05,82.0,1013.0,1.0,F
374,2017,148,1100,285.9,82.0,1017.0,1.0,F
375,2014,15,300,290.15,14.0,1023.0,1.0,F
376,2014,222,1300,288.2,87.0,1026.0,0.0,F
377,2016,269,1300,292.75,26.0,1017.0,1.0,F
378,2015,76,300,293.03,36.0,1026.0,2.0,F
379,2016,164,100,288.67,83.0,1015.0,1.0,F
380,2014,348,800,274.51,80.0,1033.0,1.0,F
381,2016,147,100,290.76,59.0,1019.0,5.0,F
382,2013,208,200,293.71,86.0,1014.0,2.0,F
383,2016,341,800,286.61,77.0,1016.0,4.0,F
384,2013,345,300,283.06,15.0,1018.0,1.0,F
385,2013,358,1600,284.54,54.0,1032.0,1.0,F
386,2017,311,2100,295.54,60.0,1018.0,2.0,F
387,2014,79,2000,293.77,52.0,1016.0,3.0,F
388,2014,100,1200,284.85,72.0,1015.0,0.0,F
389,2015,294,400,293.0,68.0,1012.0,1.0,F
390,2014,186,2100,301.35,32.0,1015.0,1.0,F
391,2017,27,200,286.55,50.0,1025.0,4.0,F
392,2017,258,0,296.89,50.0,1013.0,5.0,F
393,2014,169,1400,287.45,80.0,1015.0,2.0,F
394,2013,318,400,292.45,27.0,1014.0,1.0,F
395,2013,313,900,284.52,58.0,1016.0,1.0,F
396,2017,74,2000,298.66,60.0,1019.0,3.0,F
397,2013,302,1600,283.85,94.0,1028.0,1.0,F
398,2014,49,100,287.45,72.0,1018.0,4.0,F
399,2015,270,1600,296.06,85.0,1012.0,1.0,F
400,2016,274,800,292.71,52.0,1018.0,0.0,F
401,2014,182,1100,286.3,93.0,1023.0,0.0,F
402,2015,216,100,298.23,64.0,1012.0,4.0,F
403,2015,134,1800,284.97,91.0,1027.0,2.0,F
404,2012,292,1200,290.01,72.0,1007.0,0.0,F
405,2015,75,1200,285.89,53.0,1028.0,1.0,T
406,2015,12,500,284.95,97.0,1032.0,1.0,F
407,2015,254,1500,298.38,78.0,1013.0,1.0,F
408,2016,66,1100,287.45,93.0,1017.0,2.0,F
409,2013,177,900,289.67,91.0,1013.0,0.0,F
410,2017,254,600,295.22,64.0,1012.0,2.0,F
411,2015,146,2100,292.69,70.0,1027.0,1.0,F
412,2012,292,2000,305.66,22.0,1007.0,4.0,F
413,2014,48,200,290.05,72.0,1017.0,3.0,F
414,2015,52,1500,282.0,84.0,1027.0,1.0,F
415,2012,292,2300,304.94,17.0,1007.0,3.0,F
416,2014,80,600,287.55,67.0,1016.0,0.0,F
417,2016,322,1700,289.68,59.0,1016.0,2.0,F
418,2016,359,0,288.91,72.0,1017.0,3.0,F
419,2017,216,1300,293.95,78.0,1015.0,1.0,F
420,2016,226,2200,304.21,36.0,1013.0,2.0,F
421,2013,187,1900,295.89,53.0,1012.0,4.0,F
422,2015,147,2100,292.42,72.0,1027.0,2.0,F
423,2013,201,1500,290.99,93.0,1011.0,1.0,F
424,2012,293,800,295.25,73.0,1012.0,8.0,F
425,2014,330,500,279.61,35.0,1039.0,1.0,F
426,2015,246,2000,297.28,53.0,1013.0,2.0,F
427,2017,244,1500,294.45,88.0,1009.0,1.0,F
428,2015,318,900,283.56,60.0,1016.0,1.0,F
429,2016,64,1900,291.23,63.0,1018.0,3.0,F
430,2012,293,1400,293.72,73.0,1016.0,5.0,F
431,2017,3,500,284.22,100.0,1021.0,2.0,F
432,2016,304,1300,285.71,97.0,981.0,1.0,F
433,2016,288,1400,282.63,87.0,990.0,1.0,F
434,2012,293,1800,296.12,69.0,1018.0,7.0,F
435,2014,30,2000,289.11,77.0,1015.0,4.0,F
436,2014,194,1800,297.95,70.0,1012.0,1.0,F
437,2016,67,300,288.34,68.0,1017.0,3.0,F
438,2017,155,1400,289.55,82.0,1012.0,1.0,F
439,2015,39,2000,295.62,65.0,1031.0,2.0,F
440,2015,232,800,292.9,68.0,1013.0,1.0,F
441,2016,44,600,286.09,87.0,1019.0,0.0,F
442,2014,45,1400,284.69,58.0,1017.0,0.0,F
443,2012,294,300,293.79,68.0,1017.0,2.0,F
444,2013,340,200,282.17,61.0,1016.0,1.0,F
445,2016,15,1300,282.23,86.0,1018.0,1.0,F
446,2012,294,600,291.81,73.0,1017.0,0.0,F
447,2015,201,1100,295.16,88.0,1016.0,2.0,F
448,2015,112,400,284.15,74.0,1025.0,1.0,F
449,2017,70,500,288.25,55.0,1017.0,1.0,F
450,2017,67,0,292.24,45.0,1020.0,4.0,F
451,2012,294,1100,289.84,82.0,1015.0,0.0,F
452,2014,275,1200,287.46,64.0,1026.0,1.0,F
453,2014,181,200,293.55,83.0,1010.0,2.0,F
454,2016,82,0,292.25,63.0,1019.0,4.0,F
455,2017,240,1200,292.64,77.0,1011.0,1.0,F
456,2015,12,1800,283.78,87.0,1034.0,1.0,F
457,2012,294,1700,294.66,73.0,1016.0,2.0,F
