,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
6666,2013,191,400,291.94,95.0,1014.0,1.0,F
15781,2014,208,1100,289.71,82.0,1014.0,4.0,F
33824,2016,230,700,288.62,88.0,1010.0,1.0,F
21196,2015,69,200,287.85,86.0,1027.0,1.0,F
22340,2015,116,1800,287.85,72.0,1033.0,3.0,F
19699,2015,6,1700,281.82,100.0,1037.0,2.0,F
30744,2016,101,2200,288.2,19.0,1020.0,7.0,F
2224,2013,2,2200,284.08,57.0,1024.0,7.0,F
43950,2017,286,600,284.59,92.0,1018.0,2.0,F
4593,2013,103,900,282.72,81.0,1011.0,2.0,F
21569,2015,84,1500,286.68,89.0,1035.0,2.0,T
3317,2013,49,1000,281.51,87.0,1018.0,4.0,F
43604,2017,271,2000,298.95,23.0,1014.0,2.0,F
16412,2014,234,1800,291.42,87.0,1027.0,2.0,F
32431,2016,172,500,293.9,68.0,1014.0,2.0,F
28244,2015,362,1800,278.64,88.0,1006.0,8.0,F
8716,2013,276,1400,282.85,85.0,1018.0,2.0,F
18247,2014,311,500,286.28,96.0,1035.0,1.0,F
22630,2015,128,2000,290.12,67.0,1024.0,2.0,F
28990,2016,28,2000,286.27,82.0,1029.0,1.0,F
18490,2014,321,800,283.44,98.0,1037.0,2.0,F
42207,2017,213,1400,286.54,87.0,1014.0,1.0,F
38615,2017,63,2200,288.53,20.0,1030.0,5.0,F
33747,2016,227,200,303.21,27.0,1010.0,1.0,F
24566,2015,209,1200,288.75,82.0,1012.0,2.0,T
13951,2014,130,2200,290.96,64.0,1017.0,2.0,F
6137,2013,169,300,292.67,84.0,1019.0,2.0,F
30882,2016,107,1600,290.97,30.0,1025.0,4.0,F
39620,2017,105,1900,290.99,67.0,1019.0,1.0,F
35595,2016,304,200,287.38,96.0,1018.0,2.0,F
22919,2015,140,2100,287.77,82.0,1027.0,3.0,F
24491,2015,206,900,287.82,77.0,1019.0,2.0,F
10030,2013,331,800,282.38,78.0,1016.0,1.0,F
12529,2014,71,600,288.47,42.0,1017.0,9.0,F
30431,2016,88,2100,287.57,73.0,1020.0,2.0,F
2886,2013,31,700,280.94,76.0,1026.0,0.0,F
42445,2017,223,1300,288.5,93.0,1014.0,2.0,F
22305,2015,115,700,285.07,93.0,1029.0,5.0,F
23849,2015,179,1500,290.98,77.0,1016.0,1.0,F
35361,2016,294,800,284.41,92.0,1025.0,1.0,F
17028,2014,260,1000,287.19,99.0,1022.0,1.0,F
20638,2015,45,2000,289.77,83.0,1033.0,1.0,F
38235,2017,48,200,284.45,100.0,1016.0,1.0,F
38229,2017,47,2000,286.53,98.0,1018.0,2.0,F
40010,2017,122,100,300.24,88.0,1010.0,2.0,F
32986,2016,195,900,287.39,87.0,1015.0,4.0,F
25634,2015,254,0,305.57,30.0,1010.0,11.0,F
29691,2016,58,100,291.16,100.0,1022.0,1.0,F
3557,2013,59,1800,285.73,80.0,1030.0,2.0,F
14708,2014,163,1800,288.57,86.0,1020.0,6.0,F
25357,2015,242,1100,289.65,88.0,1016.0,2.0,F
12497,2014,69,2100,292.53,55.0,1023.0,4.0,F
21533,2015,83,300,286.41,84.0,1039.0,4.0,F
41758,2017,194,2100,299.75,49.0,1020.0,2.0,F
40512,2017,142,2300,300.91,79.0,1008.0,3.0,F
23104,2015,148,1400,284.7,99.0,1029.0,2.0,T
9694,2013,317,800,284.79,95.0,1025.0,1.0,F
27112,2015,315,1400,277.41,93.0,1019.0,0.0,F
10398,2013,346,1600,277.46,72.0,1023.0,1.0,F
38788,2017,71,300,288.46,87.0,1021.0,8.0,F
28906,2016,25,800,282.52,100.0,1020.0,2.0,F
3791,2013,69,1200,279.17,81.0,1020.0,4.0,F
4560,2013,102,0,297.47,52.0,1019.0,12.0,F
7860,2013,240,2200,294.45,69.0,1025.0,2.0,F
9062,2013,291,0,297.5,82.0,1014.0,1.0,F
37795,2017,29,1800,282.44,71.0,1032.0,2.0,F
26715,2015,299,100,290.73,84.0,1028.0,3.0,F
39293,2017,92,400,290.19,81.0,1020.0,1.0,F
20634,2015,45,1600,284.97,91.0,1033.0,1.0,F
43897,2017,284,100,295.62,22.0,1012.0,2.0,F
23914,2015,182,800,293.46,88.0,1008.0,1.0,F
31751,2016,143,2100,291.97,63.0,1019.0,7.0,F
7935,2013,244,100,293.51,68.0,1026.0,3.0,F
38487,2017,58,1400,277.89,81.0,1014.0,2.0,F
37607,2017,21,2200,286.3,66.0,1011.0,5.0,F
5242,2013,131,900,284.15,87.0,1016.0,0.0,F
40316,2017,134,1900,289.51,31.0,1016.0,3.0,F
39120,2017,84,2300,290.01,82.0,1017.0,3.0,F
12294,2014,61,1000,284.69,100.0,1010.0,1.0,F
34786,2016,270,900,292.65,31.0,1012.0,0.0,F
32421,2016,171,1900,302.36,25.0,1017.0,0.0,F
