,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
233,2017,76,2000,295.66,68.0,1017.0,3.0,F
234,2016,169,1700,299.66,36.0,1017.0,2.0,F
235,2012,285,1400,288.58,82.0,1015.0,0.0,T
236,2012,285,1500,289.55,82.0,1015.0,1.0,F
237,2016,362,1900,288.43,29.0,1022.0,1.0,F
238,2015,11,300,287.12,59.0,1028.0,1.0,F
239,2014,279,800,286.8,71.0,1026.0,0.0,F
240,2012,285,1900,295.4,38.0,994.0,4.0,F
241,2016,88,500,288.8,77.0,1016.0,2.0,F
242,2015,81,1800,288.13,69.0,1033.0,1.0,F
243,2014,15,2200,301.4,9.0,1018.0,1.0,F
244,2016,58,1100,286.04,100.0,1018.0,1.0,F
245,2015,266,900,293.17,88.0,1013.0,0.0,F
246,2015,228,400,300.27,64.0,1011.0,3.0,F
247,2012,286,200,291.9,59.0,1013.0,1.0,F
248,2013,236,200,300.38,23.0,1010.0,1.0,F
249,2012,286,400,290.87,68.0,1014.0,0.0,F
250,2016,30,400,288.26,67.0,1016.0,1.0,F
251,2013,290,100,298.27,21.0,1013.0,3.0,F
252,2017,237,1400,292.16,93.0,1009.0,2.0,F
253,2015,88,100,296.83,28.0,1028.0,1.0,T
254,2012,286,900,288.27,77.0,1013.0,0.0,F
255,2014,77,400,288.92,77.0,1009.0,2.0,F
256,2014,341,700,279.01,87.0,1035.0,0.0,F
257,2017,1,100,284.02,76.0,1012.0,4.0,F
258,2014,95,1900,290.36,45.0,1015.0,1.0,F
259,2016,342,500,286.43,87.0,1016.0,1.0,F
260,2014,1,1300,281.64,27.0,1003.0,1.0,F
261,2013,344,1700,283.23,21.0,1023.0,1.0,F
262,2017,174,1800,295.01,61.0,1013.0,1.0,F
263,2016,290,900,286.78,95.0,962.0,0.0,F
264,2013,179,1500,296.82,64.0,1016.0,1.0,T
265,2013,241,1800,303.0,39.0,1011.0,1.0,F
266,2014,224,0,299.44,56.0,1026.0,0.0,F
267,2015,280,700,290.81,68.0,1017.0,0.0,F
268,2013,365,1900,290.94,39.0,1020.0,1.0,F
269,2016,101,2300,291.73,68.0,1013.0,5.0,F
270,2012,287,100,291.76,55.0,1005.0,2.0,F
271,2017,44,200,293.74,37.0,1016.0,2.0,F
272,2015,2,2000,283.58,28.0,1032.0,1.0,F
273,2017,331,1700,288.37,87.0,1017.0,2.0,F
274,2014,61,1000,283.66,87.0,1016.0,0.0,F
275,2017,288,1400,289.84,93.0,1016.0,1.0,F
276,2017,13,500,285.32,87.0,1015.0,1.0,F
277,2016,272,100,300.9,15.0,1014.0,2.0,F
278,2017,44,900,286.12,76.0,1017.0,1.0,F
279,2015,122,700,287.82,47.0,1024.0,1.0,F
280,2016,135,1300,288.99,77.0,1015.0,2.0,F
281,2016,120,2000,293.36,52.0,1017.0,5.0,F
282,2012,287,1300,285.32,82.0,1017.0,0.0,F
283,2016,100,1700,289.31,87.0,1015.0,2.0,F
284,2012,287,1500,286.69,67.0,1018.0,0.0,F
285,2016,283,200,290.19,42.0,960.0,0.0,F
286,2012,287,1700,289.85,67.0,1020.0,0.0,T
287,2015,82,1000,281.26,95.0,1034.0,0.0,F
288,2016,166,2300,297.89,53.0,1011.0,2.0,F
289,2013,175,0,297.02,53.0,1010.0,1.0,F
290,2016,261,1100,288.7,93.0,1013.0,0.0,F
291,2015,210,800,293.86,77.0,1013.0,1.0,F
292,2014,75,2000,302.87,11.0,1022.0,0.0,F
293,2015,323,2000,298.39,13.0,1015.0,0.0,F
294,2016,41,1300,286.74,44.0,1020.0,0.0,F
295,2012,288,200,291.42,68.0,1020.0,1.0,F
296,2014,349,400,278.88,91.0,1031.0,0.0,F
297,2017,109,1500,289.55,72.0,1020.0,2.0,F
298,2014,292,1400,282.39,83.0,1024.0,0.0,T
299,2015,51,800,279.77,86.0,1030.0,0.0,F
300,2016,76,500,289.31,67.0,1014.0,0.0,F
301,2012,288,800,288.24,77.0,1021.0,0.0,F
302,2014,75,2300,302.5,16.0,1020.0,2.0,F
303,2013,238,200,297.49,38.0,1009.0,0.0,F
304,2015,225,600,296.21,73.0,1014.0,0.0,F
305,2014,204,0,301.07,50.0,1016.0,5.0,F
306,2015,223,2000,300.11,60.0,1014.0,4.0,F
307,2014,325,1300,281.8,95.0,1027.0,1.0,F
308,2016,336,1300,283.24,57.0,1015.0,1.0,F
309,2016,260,2300,300.19,64.0,1012.0,3.0,F
310,2014,75,1900,301.37,14.0,1022.0,0.0,F
311,2012,288,1800,293.74,52.0,1022.0,0.0,F
312,2017,223,1100,292.92,88.0,1012.0,1.0,F
313,2017,21,1500,280.5,81.0,1009.0,1.0,F
314,2012,288,2100,295.98,46.0,1019.0,1.0,F
315,2016,28,400,286.98,55.0,1023.0,1.0,F
316,2016,61,700,287.48,93.0,1017.0,1.0,F
317,2017,305,1000,290.22,77.0,1014.0,0.0,F
318,2013,293,500,291.3,64.0,1014.0,1.0,F
319,2017,327,2100,304.83,15.0,1015.0,1.0,F
320,2012,289,300,291.88,72.0,1018.0,0.0,F
321,2015,196,700,292.15,82.0,1012.0,2.0,F
322,2017,218,600,294.76,78.0,1013.0,1.0,F
323,2014,339,500,283.18,94.0,1030.0,0.0,F
324,2014,207,400,295.74,78.0,1013.0,2.0,F
325,2013,195,1300,289.57,94.0,1014.0,0.0,F
326,2016,316,200,297.93,20.0,1016.0,1.0,F
327,2015,60,1800,281.23,97.0,1027.0,1.0,F
328,2013,258,0,308.13,33.0,1001.0,1.0,F
329,2015,328,2200,292.6,52.0,1014.0,1.0,F
330,2017,54,1100,282.39,43.0,1018.0,3.0,F
331,2017,169,1500,291.25,88.0,1011.0,1.0,F
332,2013,310,400,280.73,29.0,1034.0,1.0,F
333,2012,289,1600,293.42,56.0,1018.0,0.0,F
334,2014,101,2100,297.19,49.0,1012.0,1.0,F
335,2017,197,2200,301.29,57.0,1012.0,1.0,F
336,2015,297,700,285.04,63.0,1027.0,1.0,F
