,year,doy,hourmin,temperature,humidity,pressure,wind,firecount
2716,2013,316,700,287.45,59.0,1020.0,1.0,F
2708,2014,170,800,287.49,88.0,1020.0,0.0,F
1098,2017,271,1500,288.87,82.0,1013.0,0.0,F
1368,2013,130,300,290.94,69.0,1018.0,1.0,F
2983,2013,330,1000,282.16,80.0,1022.0,1.0,F
4028,2016,241,1500,293.29,82.0,1017.0,0.0,F
283,2015,364,900,278.06,58.0,1021.0,1.0,F
2994,2016,346,500,288.02,82.0,1019.0,1.0,F
4281,2016,321,100,293.53,82.0,1015.0,1.0,F
1968,2017,223,800,293.85,82.0,1013.0,0.0,F
1295,2013,302,500,283.19,83.0,1026.0,0.0,F
3333,2016,89,600,284.88,50.0,1011.0,2.0,F
2608,2016,235,100,300.91,69.0,1011.0,5.0,F
4539,2016,331,300,289.92,67.0,1017.0,0.0,F
5989,2016,171,400,298.74,19.0,1018.0,1.0,F
84,2015,100,1100,275.89,87.0,1028.0,1.0,T
34,2015,284,1200,295.37,50.0,1013.0,1.0,T
1838,2016,106,1400,285.94,42.0,1012.0,12.0,F
5246,2015,241,1100,295.45,73.0,1011.0,0.0,F
657,2014,211,1000,293.33,66.0,1027.0,0.0,F
546,2017,330,200,293.88,100.0,1016.0,2.0,F
277,2017,249,200,301.29,65.0,1013.0,2.0,F
5035,2013,358,600,286.86,58.0,1021.0,1.0,F
2498,2015,181,1300,293.22,82.0,1012.0,0.0,F
2246,2017,297,800,298.59,31.0,1016.0,2.0,F
2198,2014,110,2300,297.43,53.0,1016.0,2.0,F
3367,2017,28,200,287.83,23.0,1031.0,1.0,F
1489,2016,113,2100,295.83,56.0,1016.0,5.0,F
3672,2013,262,300,293.19,66.0,1006.0,1.0,F
3974,2014,238,500,292.48,73.0,1025.0,0.0,F
4440,2015,146,1000,281.88,94.0,1027.0,0.0,F
279,2013,48,800,287.69,30.0,1021.0,0.0,F
377,2017,55,1800,284.86,30.0,1023.0,1.0,F
2113,2014,172,300,295.8,88.0,1000.0,0.0,F
3,2013,92,1700,287.52,71.0,1022.0,2.0,T
3296,2014,131,1000,288.61,79.0,1010.0,0.0,F
1269,2016,124,1300,286.2,82.0,1014.0,1.0,F
4229,2016,29,400,286.91,63.0,1019.0,0.0,F
737,2015,152,600,289.59,78.0,1026.0,0.0,F
3449,2015,30,800,284.07,73.0,1030.0,0.0,F
3989,2013,201,0,301.8,39.0,1012.0,1.0,F
3728,2016,314,1000,290.89,48.0,1016.0,1.0,F
118,2015,91,1600,283.89,66.0,1028.0,0.0,T
3217,2014,171,1500,294.41,72.0,1019.0,0.0,F
1911,2014,192,900,291.81,83.0,1012.0,0.0,F
4123,2015,276,1000,290.55,77.0,1006.0,1.0,F
2860,2013,17,100,284.55,40.0,1027.0,1.0,F
5587,2017,124,1600,292.43,88.0,1015.0,1.0,F
4003,2015,58,2000,289.89,57.0,1022.0,1.0,F
5797,2014,259,1900,305.42,49.0,1023.0,1.0,F
2227,2015,168,1400,290.86,82.0,1025.0,0.0,F
4147,2017,280,2100,305.32,8.0,1008.0,1.0,F
2468,2013,47,1200,283.56,68.0,1020.0,0.0,F
5039,2014,304,100,292.91,43.0,1026.0,0.0,F
2347,2014,101,500,289.82,82.0,1014.0,0.0,F
1311,2013,15,1500,277.24,53.0,1024.0,0.0,F
2406,2016,58,1800,292.04,77.0,1018.0,1.0,F
1855,2015,327,2200,297.87,27.0,1013.0,3.0,F
1334,2017,97,300,289.27,72.0,1016.0,2.0,F
5859,2012,344,1000,287.32,42.0,995.0,4.0,F
1143,2014,47,1700,288.46,72.0,1017.0,0.0,F
1557,2016,171,900,292.33,31.0,1017.0,0.0,F
3062,2014,141,1600,289.59,72.0,1014.0,0.0,F
1922,2013,39,1100,282.14,87.0,1019.0,0.0,F
5908,2016,289,300,288.24,78.0,961.0,0.0,F
4280,2015,176,1400,290.95,66.0,1026.0,0.0,F
5700,2013,150,2300,299.89,46.0,1006.0,1.0,F
5502,2013,216,100,296.76,59.0,1013.0,2.0,F
2062,2015,76,1500,289.91,39.0,1027.0,0.0,F
194,2015,253,2000,307.44,43.0,1011.0,3.0,T
129,2015,103,1900,295.42,44.0,1030.0,1.0,T
1532,2017,30,300,293.37,20.0,1022.0,0.0,F
2161,2013,22,1900,296.25,8.0,1019.0,0.0,F
3632,2012,316,300,286.42,62.0,1013.0,1.0,F
2110,2013,223,700,288.68,86.0,1015.0,1.0,F
3518,2013,242,800,295.6,52.0,1012.0,0.0,F
682,2013,247,300,299.62,58.0,1024.0,0.0,F
5036,2016,210,1400,295.68,88.0,1013.0,1.0,F
